pcode_commune,commune,classe,pct_surface,source_id,source,limite_connue
HT0151,Anse a Galets,Plan d'eau,0.4,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0151,Anse a Galets,Savanes,21.9,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0151,Anse a Galets,Savanes avec présence d'autres,72.1,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0151,Anse a Galets,Systèmes agroforestiers denses,1.1,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0151,Anse a Galets,Urbain continu,0.3,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0151,Anse a Galets,Zones humides,0.1,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0821,Anse d'Hainault,Cultures agricoles denses,2.5,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0821,Anse d'Hainault,Systèmes agroforestiers denses,97.3,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0821,Anse d'Hainault,Urbain continu,0.2,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0523,Anse Rouge,Affleurement de roches et sols nus,1.0,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0523,Anse Rouge,Cultures agricoles denses,0.1,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0523,Anse Rouge,Cultures agricoles moyennement denses,6.3,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0523,Anse Rouge,Mangroves,0.6,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0523,Anse Rouge,Plan d'eau,0.0,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0523,Anse Rouge,Savanes,61.2,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0523,Anse Rouge,Savanes avec présence d'autres,28.7,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0523,Anse Rouge,Systèmes agroforestiers denses,2.1,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0523,Anse Rouge,Urbain continu,0.1,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0523,Anse Rouge,Zones humides,0.1,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0523,Anse Rouge,Zones à saline,1.2,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0731,Aquin,Affleurement de roches et sols nus,0.9,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0731,Aquin,Carrières,0.4,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0731,Aquin,Cultures agricoles denses,7.6,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0731,Aquin,Cultures agricoles moyennement denses,26.4,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0731,Aquin,Forêts,0.1,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0731,Aquin,Mangroves,0.7,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0731,Aquin,Plan d'eau,0.2,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0731,Aquin,Savanes,2.7,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0731,Aquin,Savanes avec présence d'autres,55.2,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0731,Aquin,Systèmes agroforestiers denses,5.2,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0731,Aquin,Urbain continu,0.2,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0731,Aquin,Urbain discontinu,0.0,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0731,Aquin,Zones humides,1.3,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0141,Arcahaie,Affleurement de roches et sols nus,6.6,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0141,Arcahaie,Cultures agricoles denses,7.1,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0141,Arcahaie,Cultures agricoles moyennement denses,6.0,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0141,Arcahaie,Paturage avec présence d'autres,0.1,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0141,Arcahaie,Savanes,2.5,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0141,Arcahaie,Savanes avec présence d'autres,76.3,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0141,Arcahaie,Systèmes agroforestiers denses,14.2,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0141,Arcahaie,Urbain continu,0.1,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT1024,Arnaud,Affleurement de roches et sols nus,13.6,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT1024,Arnaud,Cultures agricoles denses,10.9,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT1024,Arnaud,Cultures agricoles moyennement denses,49.6,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT1024,Arnaud,Lits fluviaux et alluvions récentes,14.7,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT1024,Arnaud,Savanes,7.6,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT1024,Arnaud,Savanes avec présence d'autres,2.5,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT1024,Arnaud,Systèmes agroforestiers denses,1.0,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0723,Arniquet,Affleurement de roches et sols nus,0.2,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0723,Arniquet,Cultures agricoles denses,0.2,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0723,Arniquet,Cultures agricoles moyennement denses,35.3,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0723,Arniquet,Systèmes agroforestiers denses,64.5,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0332,Bahon,Affleurement de roches et sols nus,0.3,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0332,Bahon,Cultures agricoles denses,4.1,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0332,Bahon,Cultures agricoles moyennement denses,45.0,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0332,Bahon,Lits fluviaux et alluvions récentes,0.5,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0332,Bahon,Savanes,0.3,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0332,Bahon,Savanes avec présence d'autres,2.8,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0332,Bahon,Systèmes agroforestiers denses,47.0,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0932,Baie de Henne,Affleurement de roches et sols nus,1.9,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0932,Baie de Henne,Cultures agricoles moyennement denses,20.1,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0932,Baie de Henne,Paturage avec présence d'autres,3.9,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0932,Baie de Henne,Paturages dominants,2.3,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0932,Baie de Henne,Savanes,55.6,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0932,Baie de Henne,Savanes avec présence d'autres,14.3,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0932,Baie de Henne,Systèmes agroforestiers denses,2.3,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0221,Bainet,Affleurement de roches et sols nus,0.4,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0221,Bainet,Cultures agricoles denses,18.2,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0221,Bainet,Cultures agricoles moyennement denses,63.6,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0221,Bainet,Forêts,0.1,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0221,Bainet,Lits fluviaux et alluvions récentes,1.0,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0221,Bainet,Savanes,0.5,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
HT0221,Bainet,Savanes avec présence d'autres,0.5,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026 — millésime 1998","Occupation du sol de 1998 : un quart de siècle — utile en tendance, pas en état des lieux. Échantillonnage ~330 m."
