indicateur_id,langue,champ,valeur
IND-EDU-003,es,sens_interpretation,Numerador de la proporción de escuelas públicas.
IND-EDU-010,ht,nom,Lekòl pou chak 10 000 jèn 5 a 19 an
IND-EDU-010,ht,definition,Kantite lekòl ki anrejistre divize pa popilasyon jèn ki nan laj pou al lekòl nan komin nan.
IND-EDU-010,ht,methode_calcul,"IND-EDU-001 ÷ IND-POP-007 × 10 000. Bòn anwo denominatè a se 19 an, se pa 18 : COD-PS bay laj yo pa gwoup senk ane, koupe tranch 15-19 la ta vle di envante yon chif."
IND-EDU-010,ht,comparabilite,"Konparab ant 49 komin kat lekòl 2022 la kouvri yo, epi sèlman ant yo menm. Lòt 91 yo pa gen yon rapò ki ba : yo pa gen kontaj ditou."
IND-EDU-010,ht,limites_connues,"Nimeratè a kouvri sèlman 49 komin sou 140 : rapò a dekri lekòl yo anrejistre yo, se pa lekòl ki egziste yo. Denominatè a se yon pwojeksyon (COD-PS 2024, estati E), e de milezim yo pa menm — 2022 pou lekòl, 2024 pou popilasyon. Yon lekòl ki anrejistre pa vle di yon lekòl ki louvri, ni yon plas ki disponib : endikatè a konte etablisman, li pa konte kapasite. Eka nou wè ant 49 komin ki kouvri yo ale depi 1,71 rive 154,28 : yon diferans konsa montre dabò ke resansman an pa t fèt menm jan toupatou, li pa montre òf la."
IND-EDU-010,ht,unite,lekòl / 10 000 jèn
IND-EDU-010,ht,sens_interpretation,"Wo = anpil etablisman anrejistre parapò ak jèn 5 a 19 an yo. Li pa di anyen sou gwosè lekòl yo, sou eta yo, ni sou distans pou rive."
IND-EDU-010,en,nom,"Schools per 10,000 young people aged 5 to 19"
IND-EDU-010,en,definition,Number of recorded schools per school-age population of the commune.
IND-EDU-010,en,methode_calcul,"IND-EDU-001 ÷ IND-POP-007 × 10,000. The upper bound of the denominator is 19, not 18: the COD-PS is five-year banded, and splitting the 15-19 band would mean inventing a distribution."
IND-EDU-010,en,comparabilite,"Comparable across the 49 communes covered by the 2022 school mapping, and among those only. The other 91 do not have a low ratio: they have no count at all."
IND-EDU-010,en,limites_connues,"The numerator covers only 49 of 140 communes: the ratio describes recorded schools, not existing ones. The denominator is a projection (COD-PS 2024, status E), and the reference years differ — 2022 for schools, 2024 for population. A recorded school is not an open school, nor an available seat: the indicator counts establishments, not capacity. Across the 49 covered communes the values range from 1.71 to 154.28: such a spread reflects the uneven completeness of the count first, not the actual provision."
IND-EDU-010,en,unite,"schools / 10,000 young people"
IND-EDU-010,en,sens_interpretation,"High = many recorded establishments relative to 5-19 year-olds. It says nothing about school size, condition, or travel distance."
IND-EDU-010,es,nom,Escuelas por 10 000 jóvenes de 5 a 19 años
IND-EDU-010,es,definition,Número de escuelas registradas por población en edad escolar de la comuna.
IND-EDU-010,es,methode_calcul,"IND-EDU-001 ÷ IND-POP-007 × 10 000. El límite superior del denominador es 19 años y no 18: el COD-PS es quinquenal, y dividir el grupo 15-19 exigiría inventar un reparto."
IND-EDU-010,es,comparabilite,"Comparable entre las 49 comunas cubiertas por el mapeo escolar de 2022, y solo entre ellas. Las otras 91 no tienen una razón baja: no tienen conteo alguno."
IND-EDU-010,es,limites_connues,"El numerador cubre solo 49 de 140 comunas: la razón describe las escuelas registradas, no las existentes. El denominador es una proyección (COD-PS 2024, estado E), y los años difieren — 2022 para las escuelas, 2024 para la población. Una escuela registrada no es una escuela abierta ni una plaza disponible: el indicador cuenta establecimientos, no capacidad. Entre las 49 comunas cubiertas los valores van de 1,71 a 154,28: una diferencia así refleja ante todo la desigual exhaustividad del censo, no la oferta real."
IND-EDU-010,es,unite,escuelas / 10 000 jóvenes
IND-EDU-010,es,sens_interpretation,"Alto = muchos establecimientos registrados en relación con los jóvenes de 5 a 19 años. No dice nada del tamaño de las escuelas, de su estado ni de la distancia a recorrer."
IND-GEO-001,ht,nom,Sipèfisi
IND-GEO-001,ht,definition,Sipèfisi antite teritoryal la.
IND-GEO-001,ht,methode_calcul,Total sipèfisi seksyon kominal yo (CNIGS).
IND-GEO-001,ht,comparabilite,Konparab toutotan dekoupaj administratif la pa chanje.
IND-GEO-001,ht,limites_connues,Total nasyonal seksyon yo (26 942 km²) diferan ak 27 750 km² yo abitye site a : se trase kòt polygòn yo.
IND-GEO-001,ht,unite,km²
IND-GEO-001,ht,sens_interpretation,Net
IND-GEO-001,en,nom,Area
IND-GEO-001,en,definition,Area of the territorial entity.
IND-GEO-001,en,methode_calcul,Sum of the areas of the communal sections (CNIGS).
IND-GEO-001,en,comparabilite,Comparable as long as the administrative division does not change.
IND-GEO-001,en,limites_connues,"The national total of the sections (26,942 km²) differs from the usual 27,750 km²: coastal tracing of the polygons."
IND-GEO-001,en,unite,km²
IND-GEO-001,en,sens_interpretation,Neutral
IND-GEO-001,es,nom,Superficie
IND-GEO-001,es,definition,Superficie de la entidad territorial.
IND-GEO-001,es,methode_calcul,Suma de las superficies de las secciones comunales (CNIGS).
IND-GEO-001,es,comparabilite,Comparable mientras la división administrativa no cambie.
IND-GEO-001,es,limites_connues,El total nacional de las secciones (26 942 km²) difiere de los 27 750 km² habituales: trazado costero de los polígonos.
IND-GEO-001,es,unite,km²
IND-GEO-001,es,sens_interpretation,Neutro
IND-GEO-002,ht,nom,Kantite seksyon kominal
IND-GEO-002,ht,definition,Kantite seksyon kominal ki fòme komin nan.
IND-GEO-002,ht,methode_calcul,Konte nan baz referans teritwa a.
IND-GEO-002,ht,comparabilite,Konparab ant komin.
IND-GEO-002,ht,limites_connues,Dekoupaj 2018 la.
IND-GEO-002,ht,unite,kantite
IND-GEO-002,ht,sens_interpretation,Net
IND-GEO-002,en,nom,Number of communal sections
IND-GEO-002,en,definition,Number of communal sections making up the commune.
IND-GEO-002,en,methode_calcul,Count in the territory referential.
IND-GEO-002,en,comparabilite,Comparable between communes.
IND-GEO-002,en,limites_connues,2018 division.
IND-GEO-002,en,unite,count
IND-GEO-002,en,sens_interpretation,Neutral
IND-GEO-002,es,nom,Número de secciones comunales
IND-GEO-002,es,definition,Número de secciones comunales que componen la comuna.
IND-GEO-002,es,methode_calcul,Recuento en el referencial territorio.
IND-GEO-002,es,comparabilite,Comparable entre comunas.
IND-GEO-002,es,limites_connues,División de 2018.
IND-GEO-002,es,unite,número
IND-GEO-002,es,sens_interpretation,Neutro
IND-GEO-003,ht,nom,Kantite lokalite ki resanse
IND-GEO-003,ht,definition,Kantite kote moun rete yo resanse nan komin nan.
IND-GEO-003,ht,methode_calcul,Konte lokalite GeoNames yo rache ak komin nan pa metòd pwen-nan-polygòn.
IND-GEO-003,ht,comparabilite,"Fè atansyon : li reflete efò resansman GeoNames la, se pa sèlman reyalite kote moun rete."
IND-GEO-003,ht,limites_connues,"Ti lokalite ka manke ; 1,3 % nan pwen yo rache pa pwoksimite."
IND-GEO-003,ht,unite,kantite
IND-GEO-003,ht,sens_interpretation,Yon valè ki wo pa yon merit : li vle di tou dokimantasyon an pi konplè.
IND-GEO-003,en,nom,Recorded localities
IND-GEO-003,en,definition,Number of inhabited places recorded in the commune.
IND-GEO-003,en,methode_calcul,Count of GeoNames localities attached to the commune by point-in-polygon.
IND-GEO-003,en,comparabilite,"Caution: reflects the recording effort of GeoNames, not settlement reality alone."
IND-GEO-003,en,limites_connues,Small localities may be missing; 1.3 % of points are attached by proximity.
IND-GEO-003,en,unite,count
IND-GEO-003,en,sens_interpretation,A high value is not a merit: it also reflects better documentary coverage.
IND-GEO-003,es,nom,Localidades registradas
IND-GEO-003,es,definition,Número de lugares habitados registrados en la comuna.
IND-GEO-003,es,methode_calcul,Recuento de localidades GeoNames vinculadas a la comuna mediante punto-en-polígono.
IND-GEO-003,es,comparabilite,"Precaución: refleja el esfuerzo de registro de GeoNames, no solo la realidad del poblamiento."
IND-GEO-003,es,limites_connues,"Pueden faltar pequeñas localidades; el 1,3 % de los puntos se vinculan por proximidad."
IND-GEO-003,es,unite,número
IND-GEO-003,es,sens_interpretation,Un valor alto no es un mérito: refleja también una mejor cobertura documental.
IND-GEO-004,ht,nom,Dansite lokalite
IND-GEO-004,ht,definition,Kantite lokalite ki resanse pou chak 100 km².
IND-GEO-004,ht,methode_calcul,IND-GEO-003 ÷ IND-GEO-001 × 100.
IND-GEO-004,ht,comparabilite,Konparab ant komin ki nan menm ane referans.
IND-GEO-004,ht,limites_connues,Li pote menm limit ak IND-GEO-003.
IND-GEO-004,ht,unite,lokalite / 100 km²
IND-GEO-004,ht,sens_interpretation,"Yon apwòch sou kote moun rete, se pa yon dansite popilasyon."
IND-GEO-004,en,nom,Density of localities
IND-GEO-004,en,definition,Number of recorded localities per 100 km².
IND-GEO-004,en,methode_calcul,IND-GEO-003 ÷ IND-GEO-001 × 100.
IND-GEO-004,en,comparabilite,Comparable between communes of the same reference year.
IND-GEO-004,en,limites_connues,Inherits the limitations of IND-GEO-003.
IND-GEO-004,en,unite,localities / 100 km²
IND-GEO-004,en,sens_interpretation,"An approximation of settlement, not a population density."
IND-GEO-004,es,nom,Densidad de localidades
IND-GEO-004,es,definition,Número de localidades registradas por 100 km².
IND-GEO-004,es,methode_calcul,IND-GEO-003 ÷ IND-GEO-001 × 100.
IND-GEO-004,es,comparabilite,Comparable entre comunas del mismo año de referencia.
IND-GEO-004,es,limites_connues,Hereda las limitaciones de IND-GEO-003.
IND-GEO-004,es,unite,localidades / 100 km²
IND-GEO-004,es,sens_interpretation,"Una aproximación del poblamiento, no una densidad de población."
IND-MAR-001,ht,nom,Mache yo swiv pou pri
IND-MAR-001,ht,definition,Kantite mache ki nan dispozitif swivi pri a.
IND-MAR-001,ht,methode_calcul,"Konte nan baz referans òganizasyon yo, kategori Mache."
IND-MAR-001,ht,comparabilite,Konparab nan tan si dispozitif swivi a pa chanje.
IND-MAR-001,ht,limites_connues,"Li pa resanse tout mache peyi a, sèlman sa yo swiv yo."
IND-MAR-001,ht,unite,kantite
IND-MAR-001,ht,sens_interpretation,"Li mezire kouvèti swivi a, se pa aktivite komès la."
IND-MAR-001,en,nom,Markets monitored for prices
IND-MAR-001,en,definition,Number of markets included in the price monitoring system.
IND-MAR-001,en,methode_calcul,"Count in the organisations referential, Market category."
IND-MAR-001,en,comparabilite,Comparable over time if the monitoring system does not change.
IND-MAR-001,en,limites_connues,"Does not record every market in the country, only those monitored."
IND-MAR-001,en,unite,count
IND-MAR-001,en,sens_interpretation,"Measures the coverage of the monitoring system, not commercial activity."
IND-MAR-001,es,nom,Mercados con seguimiento de precios
IND-MAR-001,es,definition,Número de mercados incluidos en el dispositivo de seguimiento de precios.
IND-MAR-001,es,methode_calcul,"Recuento en el referencial de organizaciones, categoría Mercado."
IND-MAR-001,es,comparabilite,Comparable en el tiempo si el dispositivo de seguimiento no cambia.
IND-MAR-001,es,limites_connues,"No registra todos los mercados del país, solo los que tienen seguimiento."
IND-MAR-001,es,unite,número
IND-MAR-001,es,sens_interpretation,"Mide la cobertura del seguimiento, no la actividad comercial."
IND-POP-001,ht,nom,Popilasyon
IND-POP-001,ht,definition,Popilasyon ki estime ap viv nan antite teritoryal la.
IND-POP-001,ht,methode_calcul,"Pwojeksyon demografik 2024 pa sèks ak laj (COD-PS, UNFPA), bati sou dekoupaj COD-AB CNIGS 2018 — se yon estimasyon, se pa yon kontaj : dènye resansman an date 2003."
IND-POP-001,ht,comparabilite,Gen anpil chans metòd la kase ant resansman 2003 la ak dènye estimasyon yo — fòk nou make sa.
IND-POP-001,ht,limites_connues,"Pa gen senkyèm resansman : nenpòt valè resan se yon estimasyon, estati E, li pa janm O."
IND-POP-001,ht,unite,moun
IND-POP-001,ht,sens_interpretation,Se denominatè pifò lòt endikatè yo : kalite pa l la deside kalite pa yo.
IND-POP-001,en,nom,Population
IND-POP-001,en,definition,Estimated resident population of the territorial entity.
IND-POP-001,en,methode_calcul,"2024 demographic projection by sex and age (COD-PS, UNFPA), built on the COD-AB CNIGS 2018 boundaries — an estimate, not a count: the last census dates from 2003."
IND-POP-001,en,comparabilite,A methodological break is likely between the 2003 census and recent estimates — to be flagged.
IND-POP-001,en,limites_connues,"No fifth census: any recent value is an estimate, status E, never O."
IND-POP-001,en,unite,inhabitants
IND-POP-001,en,sens_interpretation,Denominator of most other indicators: its quality conditions theirs.
IND-POP-001,es,nom,Población
IND-POP-001,es,definition,Población residente estimada de la entidad territorial.
IND-POP-001,es,methode_calcul,"Proyección demográfica 2024 por sexo y edad (COD-PS, UNFPA), construida sobre la división COD-AB CNIGS 2018 — una estimación, no un conteo: el último censo data de 2003."
IND-POP-001,es,comparabilite,Es probable una ruptura metodológica entre el censo de 2003 y las estimaciones recientes — debe señalarse.
IND-POP-001,es,limites_connues,"No hay quinto censo: todo valor reciente es una estimación, estado E, nunca O."
IND-POP-001,es,unite,habitantes
IND-POP-001,es,sens_interpretation,Denominador de la mayoría de los demás indicadores: su calidad condiciona la de ellos.
IND-POP-002,ht,nom,Dansite popilasyon
IND-POP-002,ht,definition,Popilasyon rezidan estime a divize pa sipèfisi antite tèritoryal la.
IND-POP-002,ht,methode_calcul,"IND-POP-001 ÷ IND-GEO-001 : popilasyon pwojte 2024 la divize pa sipèfisi dekoupaj CNIGS 2018 la. De milezim yo pa menm — nou asime sa, nou pa kache l : dekoupaj la pa chanje ant de dat yo."
IND-POP-002,ht,comparabilite,"Konparab ant tout 140 komin referansyèl CNIGS 2018 la : nimeratè a ak denominatè a kouvri tout peyi a, pa gen zòn avèg."
IND-POP-002,ht,limites_connues,"Yon popilasyon estime divize pa yon sipèfisi ofisyèl bay yon dansite estime (estati E), pa yon kontaj. Sipèfisi a gen ladan l tè kote moun pa ka rete : nan mòn ak bò lanmè, dansite moun viv la pi wo pase sa nou kalkile a. Kòm total nasyonal polygòn yo (26 942 km²) pi piti pase 27 750 km² yo abitye site a, tout valè yo yon ti jan pi wo. Gen yon anomali nan sous la pou moun konnen : COD-PS 2024 bay Gressier (HT0116) 3 987 abitan, yon chif ki pa nan lòd vwazen l yo ; nou pibliye l jan l ye, e fòk moun pa li dansite Gressier."
IND-POP-002,ht,unite,abitan / km²
IND-POP-002,ht,sens_interpretation,"Wo = plis presyon sou tè a, sou sèvis yo ak sou rezo yo. Li li ansanm ak sipèfisi a : menm dansite a pa vle di menm bagay sou 21 km² ak sou 490 km²."
IND-POP-002,en,nom,Population density
IND-POP-002,en,definition,Estimated resident population per square kilometre of the territorial entity.
IND-POP-002,en,methode_calcul,"IND-POP-001 ÷ IND-GEO-001: the 2024 projected population divided by the area of the 2018 CNIGS boundaries. The two reference years differ — this is assumed, not hidden: the boundaries did not change between them."
IND-POP-002,en,comparabilite,"Comparable across all 140 communes of the 2018 CNIGS reference: numerator and denominator both cover the whole country, with no blind spot."
IND-POP-002,en,limites_connues,"An estimated population divided by an official area yields an estimated density (status E), never a count. The area includes uninhabitable land: in mountainous and coastal communes, lived density exceeds calculated density. Because the national total of the polygons (26,942 km²) falls short of the usual 27,750 km², every value is very slightly raised. Known source anomaly: COD-PS 2024 assigns 3,987 inhabitants to Gressier (HT0116), out of proportion with its neighbours; we publish the value unchanged, and Gressier's density should not be read."
IND-POP-002,en,unite,inhabitants / km²
IND-POP-002,en,sens_interpretation,"High = pressure on land, services and networks. Read it alongside the area: the same density does not mean the same thing over 21 km² and over 490 km²."
IND-POP-002,es,nom,Densidad de población
IND-POP-002,es,definition,Población residente estimada por kilómetro cuadrado de la entidad territorial.
IND-POP-002,es,methode_calcul,"IND-POP-001 ÷ IND-GEO-001: la población proyectada 2024 dividida por la superficie de la división CNIGS 2018. Los dos años de referencia difieren — se asume, no se oculta: la división no cambió entre ambos."
IND-POP-002,es,comparabilite,"Comparable entre las 140 comunas del referencial CNIGS 2018: numerador y denominador cubren todo el país, sin zonas ciegas."
IND-POP-002,es,limites_connues,"Una población estimada dividida por una superficie oficial da una densidad estimada (estado E), nunca un conteo. La superficie incluye terrenos inhabitables: en zonas montañosas y costeras, la densidad vivida supera la calculada. Como el total nacional de los polígonos (26 942 km²) es inferior a los 27 750 km² habituales, todos los valores quedan levemente elevados. Anomalía conocida de la fuente: COD-PS 2024 atribuye 3 987 habitantes a Gressier (HT0116), fuera de proporción con sus vecinas; la publicamos tal cual y la densidad de Gressier no debe leerse."
IND-POP-002,es,unite,habitantes / km²
IND-POP-002,es,sens_interpretation,"Alto = presión sobre el suelo, los servicios y las redes. Léase junto con la superficie: una misma densidad no significa lo mismo en 21 km² que en 490 km²."
IND-POP-003,ht,nom,Popilasyon ki poko gen 15 an
IND-POP-003,ht,definition,Popilasyon rezidan estime ki poko gen 15 an.
IND-POP-003,ht,methode_calcul,"Sòm tranch senk ane COD-PS 2024 yo : 0-4, 5-9, 10-14."
IND-POP-003,ht,comparabilite,"Konparab ant tout 140 komin referansyèl CNIGS 2018 la : pwojeksyon an kouvri tout peyi a, pa gen zòn avèg. Pou konpare nan tan, fòk gen yon lòt milezim COD-PS bati sou menm dekoupaj la."
IND-POP-003,ht,limites_connues,"Tout valè sa yo soti nan yon pwojeksyon (COD-PS 2024), se pa yon kontaj : estati E, pa janm O — dènye resansman an date 2003. Sous la bay laj yo pa gwoup senk ane : nou pa rale okenn lòt bòn laj (5-18 an, laj medyàn) ladan l, paske pou sa fòk nou ta envante konbyen moun ki nan chak ane anndan yon tranch. Dènye tranch lan louvri (80 an ak plis). Gen yon anomali nan sous la pou moun konnen : COD-PS 2024 bay Gressier (HT0116) 3 987 abitan, yon chif ki pa nan lòd vwazen l yo ; efektif pa laj li yo pote menm anomali a, fòk moun pa li yo. Pou fini, dekoupaj pa komin lan pi frajil pase total la : lè timoun fèt, rapò gason ak fi a estab (101,8 gason pou 100 fi nan tout peyi a sou tranch 0-4 la), men li ale depi 89 rive 116 selon komin. Fòk moun li estrikti laj ak sèks la ak anpil prekosyon nan nivo komin, e eka yon sèl tranch pou kont li pa vle di anyen."
IND-POP-003,ht,unite,abitan
IND-POP-003,ht,sens_interpretation,"Se baz piramid la. Lè l wo, gen plis presyon sou lekòl ak sou sante timoun jodi a, epi sou travay nan dis an."
IND-POP-003,en,nom,Population under 15
IND-POP-003,en,definition,Estimated resident population aged under 15.
IND-POP-003,en,methode_calcul,"Sum of the 2024 COD-PS five-year bands: 0-4, 5-9, 10-14."
IND-POP-003,en,comparabilite,"Comparable across all 140 communes of the 2018 CNIGS reference: the projection covers the whole country, with no blind spot. Comparable over time only against another COD-PS reference year built on the same boundaries."
IND-POP-003,en,limites_connues,"Every value here derives from a projection (COD-PS 2024), not a count: status E, never O — the last census dates from 2003. The source is five-year banded: no intermediate age boundary (5-18, median age) is drawn from it, since splitting a band would mean inventing a distribution. The top band is open-ended (80 and over). Known source anomaly: COD-PS 2024 assigns 3,987 inhabitants to Gressier (HT0116), out of proportion with its neighbours; its age counts inherit the anomaly and should not be read. Finally, the communal breakdown is more fragile than the total: the sex ratio at birth is biologically stable (101.8 men per 100 women nationally in the 0-4 band), yet it spreads from 89 to 116 across communes. An age-and-sex structure should be read with caution at commune level, and a single band's gap means nothing on its own."
IND-POP-003,en,unite,inhabitants
IND-POP-003,en,sens_interpretation,"The base of the pyramid. High = pressure on schooling and child health now, on jobs in ten years."
IND-POP-003,es,nom,Población menor de 15 años
IND-POP-003,es,definition,Población residente estimada menor de 15 años.
IND-POP-003,es,methode_calcul,"Suma de los grupos quinquenales del COD-PS 2024: 0-4, 5-9, 10-14."
IND-POP-003,es,comparabilite,"Comparable entre las 140 comunas del referencial CNIGS 2018: la proyección cubre todo el país, sin zonas ciegas. Comparable en el tiempo solo frente a otro año de referencia COD-PS construido sobre la misma división."
