pcode_commune,atmart_geo_id,nom_commune,region_ipc,composition_declaree,mois_reference,indice,variation_mensuelle_pct,variation_annuelle_pct,base,source_id,source,limite_connue,date_extraction
HT0123,HTC-0123,Grand-Goâve,Reste Ouest,Départements du Sud-Est et de l'Ouest sans l'Aire Métropolitaine de P-au-P,Juin 26,654.6,1.0,19.4,100 en 2017-2018,SRC-052,"IHSI — Indice des prix à la consommation, ventilation régionale ; rattachement aux communes par Atmart","INDICE RÉGIONAL PORTÉ SUR LES COMMUNES, PAS UN INDICE COMMUNAL. Toutes les communes d'une même région portent le même chiffre : l'IHSI ne publie pas plus fin. Il serait faux d'en conclure qu'une commune est plus chère qu'une autre à l'intérieur d'une région. Les prix ne sont relevés QU'EN ZONE URBAINE, alors que les pondérations couvrent villes et campagnes — l'IHSI le dit dans sa méthodologie. Les pondérations viennent de l'enquête ECVMAS de 2011-2012 et n'ont pas été actualisées depuis, pour un indice base 2017-2018. Le découpage en cinq régions ne recoupe PAS les dix départements : « Reste Ouest » réunit l'Ouest hors métropole et le Sud-Est.",2026-08-21
HT0131,HTC-0131,Croix-Des-Bouquets,Aire Metropolitaine,"Port-au-Prince, Delmas, Pétionville, Carrefour, Tabarre, Cité Soleil et Croix des Bouquets",Juin 26,628.4,1.1,19.8,100 en 2017-2018,SRC-052,"IHSI — Indice des prix à la consommation, ventilation régionale ; rattachement aux communes par Atmart","INDICE RÉGIONAL PORTÉ SUR LES COMMUNES, PAS UN INDICE COMMUNAL. Toutes les communes d'une même région portent le même chiffre : l'IHSI ne publie pas plus fin. Il serait faux d'en conclure qu'une commune est plus chère qu'une autre à l'intérieur d'une région. Les prix ne sont relevés QU'EN ZONE URBAINE, alors que les pondérations couvrent villes et campagnes — l'IHSI le dit dans sa méthodologie. Les pondérations viennent de l'enquête ECVMAS de 2011-2012 et n'ont pas été actualisées depuis, pour un indice base 2017-2018. Le découpage en cinq régions ne recoupe PAS les dix départements : « Reste Ouest » réunit l'Ouest hors métropole et le Sud-Est.",2026-08-21
HT0132,HTC-0132,Thomazeau,Reste Ouest,Départements du Sud-Est et de l'Ouest sans l'Aire Métropolitaine de P-au-P,Juin 26,654.6,1.0,19.4,100 en 2017-2018,SRC-052,"IHSI — Indice des prix à la consommation, ventilation régionale ; rattachement aux communes par Atmart","INDICE RÉGIONAL PORTÉ SUR LES COMMUNES, PAS UN INDICE COMMUNAL. Toutes les communes d'une même région portent le même chiffre : l'IHSI ne publie pas plus fin. Il serait faux d'en conclure qu'une commune est plus chère qu'une autre à l'intérieur d'une région. Les prix ne sont relevés QU'EN ZONE URBAINE, alors que les pondérations couvrent villes et campagnes — l'IHSI le dit dans sa méthodologie. Les pondérations viennent de l'enquête ECVMAS de 2011-2012 et n'ont pas été actualisées depuis, pour un indice base 2017-2018. Le découpage en cinq régions ne recoupe PAS les dix départements : « Reste Ouest » réunit l'Ouest hors métropole et le Sud-Est.",2026-08-21
HT0133,HTC-0133,Ganthier,Reste Ouest,Départements du Sud-Est et de l'Ouest sans l'Aire Métropolitaine de P-au-P,Juin 26,654.6,1.0,19.4,100 en 2017-2018,SRC-052,"IHSI — Indice des prix à la consommation, ventilation régionale ; rattachement aux communes par Atmart","INDICE RÉGIONAL PORTÉ SUR LES COMMUNES, PAS UN INDICE COMMUNAL. Toutes les communes d'une même région portent le même chiffre : l'IHSI ne publie pas plus fin. Il serait faux d'en conclure qu'une commune est plus chère qu'une autre à l'intérieur d'une région. Les prix ne sont relevés QU'EN ZONE URBAINE, alors que les pondérations couvrent villes et campagnes — l'IHSI le dit dans sa méthodologie. Les pondérations viennent de l'enquête ECVMAS de 2011-2012 et n'ont pas été actualisées depuis, pour un indice base 2017-2018. Le découpage en cinq régions ne recoupe PAS les dix départements : « Reste Ouest » réunit l'Ouest hors métropole et le Sud-Est.",2026-08-21
HT0134,HTC-0134,Cornillon / Grand Bois,Reste Ouest,Départements du Sud-Est et de l'Ouest sans l'Aire Métropolitaine de P-au-P,Juin 26,654.6,1.0,19.4,100 en 2017-2018,SRC-052,"IHSI — Indice des prix à la consommation, ventilation régionale ; rattachement aux communes par Atmart","INDICE RÉGIONAL PORTÉ SUR LES COMMUNES, PAS UN INDICE COMMUNAL. Toutes les communes d'une même région portent le même chiffre : l'IHSI ne publie pas plus fin. Il serait faux d'en conclure qu'une commune est plus chère qu'une autre à l'intérieur d'une région. Les prix ne sont relevés QU'EN ZONE URBAINE, alors que les pondérations couvrent villes et campagnes — l'IHSI le dit dans sa méthodologie. Les pondérations viennent de l'enquête ECVMAS de 2011-2012 et n'ont pas été actualisées depuis, pour un indice base 2017-2018. Le découpage en cinq régions ne recoupe PAS les dix départements : « Reste Ouest » réunit l'Ouest hors métropole et le Sud-Est.",2026-08-21
HT0135,HTC-0135,Fonds-Verrettes,Reste Ouest,Départements du Sud-Est et de l'Ouest sans l'Aire Métropolitaine de P-au-P,Juin 26,654.6,1.0,19.4,100 en 2017-2018,SRC-052,"IHSI — Indice des prix à la consommation, ventilation régionale ; rattachement aux communes par Atmart","INDICE RÉGIONAL PORTÉ SUR LES COMMUNES, PAS UN INDICE COMMUNAL. Toutes les communes d'une même région portent le même chiffre : l'IHSI ne publie pas plus fin. Il serait faux d'en conclure qu'une commune est plus chère qu'une autre à l'intérieur d'une région. Les prix ne sont relevés QU'EN ZONE URBAINE, alors que les pondérations couvrent villes et campagnes — l'IHSI le dit dans sa méthodologie. Les pondérations viennent de l'enquête ECVMAS de 2011-2012 et n'ont pas été actualisées depuis, pour un indice base 2017-2018. Le découpage en cinq régions ne recoupe PAS les dix départements : « Reste Ouest » réunit l'Ouest hors métropole et le Sud-Est.",2026-08-21
HT0141,HTC-0141,Arcahaie,Reste Ouest,Départements du Sud-Est et de l'Ouest sans l'Aire Métropolitaine de P-au-P,Juin 26,654.6,1.0,19.4,100 en 2017-2018,SRC-052,"IHSI — Indice des prix à la consommation, ventilation régionale ; rattachement aux communes par Atmart","INDICE RÉGIONAL PORTÉ SUR LES COMMUNES, PAS UN INDICE COMMUNAL. Toutes les communes d'une même région portent le même chiffre : l'IHSI ne publie pas plus fin. Il serait faux d'en conclure qu'une commune est plus chère qu'une autre à l'intérieur d'une région. Les prix ne sont relevés QU'EN ZONE URBAINE, alors que les pondérations couvrent villes et campagnes — l'IHSI le dit dans sa méthodologie. Les pondérations viennent de l'enquête ECVMAS de 2011-2012 et n'ont pas été actualisées depuis, pour un indice base 2017-2018. Le découpage en cinq régions ne recoupe PAS les dix départements : « Reste Ouest » réunit l'Ouest hors métropole et le Sud-Est.",2026-08-21
HT0142,HTC-0142,Cabaret,Reste Ouest,Départements du Sud-Est et de l'Ouest sans l'Aire Métropolitaine de P-au-P,Juin 26,654.6,1.0,19.4,100 en 2017-2018,SRC-052,"IHSI — Indice des prix à la consommation, ventilation régionale ; rattachement aux communes par Atmart","INDICE RÉGIONAL PORTÉ SUR LES COMMUNES, PAS UN INDICE COMMUNAL. Toutes les communes d'une même région portent le même chiffre : l'IHSI ne publie pas plus fin. Il serait faux d'en conclure qu'une commune est plus chère qu'une autre à l'intérieur d'une région. Les prix ne sont relevés QU'EN ZONE URBAINE, alors que les pondérations couvrent villes et campagnes — l'IHSI le dit dans sa méthodologie. Les pondérations viennent de l'enquête ECVMAS de 2011-2012 et n'ont pas été actualisées depuis, pour un indice base 2017-2018. Le découpage en cinq régions ne recoupe PAS les dix départements : « Reste Ouest » réunit l'Ouest hors métropole et le Sud-Est.",2026-08-21
HT0151,HTC-0151,Anse à Galets,Reste Ouest,Départements du Sud-Est et de l'Ouest sans l'Aire Métropolitaine de P-au-P,Juin 26,654.6,1.0,19.4,100 en 2017-2018,SRC-052,"IHSI — Indice des prix à la consommation, ventilation régionale ; rattachement aux communes par Atmart","INDICE RÉGIONAL PORTÉ SUR LES COMMUNES, PAS UN INDICE COMMUNAL. Toutes les communes d'une même région portent le même chiffre : l'IHSI ne publie pas plus fin. Il serait faux d'en conclure qu'une commune est plus chère qu'une autre à l'intérieur d'une région. Les prix ne sont relevés QU'EN ZONE URBAINE, alors que les pondérations couvrent villes et campagnes — l'IHSI le dit dans sa méthodologie. Les pondérations viennent de l'enquête ECVMAS de 2011-2012 et n'ont pas été actualisées depuis, pour un indice base 2017-2018. Le découpage en cinq régions ne recoupe PAS les dix départements : « Reste Ouest » réunit l'Ouest hors métropole et le Sud-Est.",2026-08-21
HT0152,HTC-0152,Pointe à Raquette,Reste Ouest,Départements du Sud-Est et de l'Ouest sans l'Aire Métropolitaine de P-au-P,Juin 26,654.6,1.0,19.4,100 en 2017-2018,SRC-052,"IHSI — Indice des prix à la consommation, ventilation régionale ; rattachement aux communes par Atmart","INDICE RÉGIONAL PORTÉ SUR LES COMMUNES, PAS UN INDICE COMMUNAL. Toutes les communes d'une même région portent le même chiffre : l'IHSI ne publie pas plus fin. Il serait faux d'en conclure qu'une commune est plus chère qu'une autre à l'intérieur d'une région. Les prix ne sont relevés QU'EN ZONE URBAINE, alors que les pondérations couvrent villes et campagnes — l'IHSI le dit dans sa méthodologie. Les pondérations viennent de l'enquête ECVMAS de 2011-2012 et n'ont pas été actualisées depuis, pour un indice base 2017-2018. Le découpage en cinq régions ne recoupe PAS les dix départements : « Reste Ouest » réunit l'Ouest hors métropole et le Sud-Est.",2026-08-21
HT0211,HTC-0211,Jacmel,Reste Ouest,Départements du Sud-Est et de l'Ouest sans l'Aire Métropolitaine de P-au-P,Juin 26,654.6,1.0,19.4,100 en 2017-2018,SRC-052,"IHSI — Indice des prix à la consommation, ventilation régionale ; rattachement aux communes par Atmart","INDICE RÉGIONAL PORTÉ SUR LES COMMUNES, PAS UN INDICE COMMUNAL. Toutes les communes d'une même région portent le même chiffre : l'IHSI ne publie pas plus fin. Il serait faux d'en conclure qu'une commune est plus chère qu'une autre à l'intérieur d'une région. Les prix ne sont relevés QU'EN ZONE URBAINE, alors que les pondérations couvrent villes et campagnes — l'IHSI le dit dans sa méthodologie. Les pondérations viennent de l'enquête ECVMAS de 2011-2012 et n'ont pas été actualisées depuis, pour un indice base 2017-2018. Le découpage en cinq régions ne recoupe PAS les dix départements : « Reste Ouest » réunit l'Ouest hors métropole et le Sud-Est.",2026-08-21
HT0212,HTC-0212,Marigot,Reste Ouest,Départements du Sud-Est et de l'Ouest sans l'Aire Métropolitaine de P-au-P,Juin 26,654.6,1.0,19.4,100 en 2017-2018,SRC-052,"IHSI — Indice des prix à la consommation, ventilation régionale ; rattachement aux communes par Atmart","INDICE RÉGIONAL PORTÉ SUR LES COMMUNES, PAS UN INDICE COMMUNAL. Toutes les communes d'une même région portent le même chiffre : l'IHSI ne publie pas plus fin. Il serait faux d'en conclure qu'une commune est plus chère qu'une autre à l'intérieur d'une région. Les prix ne sont relevés QU'EN ZONE URBAINE, alors que les pondérations couvrent villes et campagnes — l'IHSI le dit dans sa méthodologie. Les pondérations viennent de l'enquête ECVMAS de 2011-2012 et n'ont pas été actualisées depuis, pour un indice base 2017-2018. Le découpage en cinq régions ne recoupe PAS les dix départements : « Reste Ouest » réunit l'Ouest hors métropole et le Sud-Est.",2026-08-21
HT0213,HTC-0213,Cayes-Jacmel,Reste Ouest,Départements du Sud-Est et de l'Ouest sans l'Aire Métropolitaine de P-au-P,Juin 26,654.6,1.0,19.4,100 en 2017-2018,SRC-052,"IHSI — Indice des prix à la consommation, ventilation régionale ; rattachement aux communes par Atmart","INDICE RÉGIONAL PORTÉ SUR LES COMMUNES, PAS UN INDICE COMMUNAL. Toutes les communes d'une même région portent le même chiffre : l'IHSI ne publie pas plus fin. Il serait faux d'en conclure qu'une commune est plus chère qu'une autre à l'intérieur d'une région. Les prix ne sont relevés QU'EN ZONE URBAINE, alors que les pondérations couvrent villes et campagnes — l'IHSI le dit dans sa méthodologie. Les pondérations viennent de l'enquête ECVMAS de 2011-2012 et n'ont pas été actualisées depuis, pour un indice base 2017-2018. Le découpage en cinq régions ne recoupe PAS les dix départements : « Reste Ouest » réunit l'Ouest hors métropole et le Sud-Est.",2026-08-21
HT0214,HTC-0214,La Vallée,Reste Ouest,Départements du Sud-Est et de l'Ouest sans l'Aire Métropolitaine de P-au-P,Juin 26,654.6,1.0,19.4,100 en 2017-2018,SRC-052,"IHSI — Indice des prix à la consommation, ventilation régionale ; rattachement aux communes par Atmart","INDICE RÉGIONAL PORTÉ SUR LES COMMUNES, PAS UN INDICE COMMUNAL. Toutes les communes d'une même région portent le même chiffre : l'IHSI ne publie pas plus fin. Il serait faux d'en conclure qu'une commune est plus chère qu'une autre à l'intérieur d'une région. Les prix ne sont relevés QU'EN ZONE URBAINE, alors que les pondérations couvrent villes et campagnes — l'IHSI le dit dans sa méthodologie. Les pondérations viennent de l'enquête ECVMAS de 2011-2012 et n'ont pas été actualisées depuis, pour un indice base 2017-2018. Le découpage en cinq régions ne recoupe PAS les dix départements : « Reste Ouest » réunit l'Ouest hors métropole et le Sud-Est.",2026-08-21
HT0221,HTC-0221,Bainet,Reste Ouest,Départements du Sud-Est et de l'Ouest sans l'Aire Métropolitaine de P-au-P,Juin 26,654.6,1.0,19.4,100 en 2017-2018,SRC-052,"IHSI — Indice des prix à la consommation, ventilation régionale ; rattachement aux communes par Atmart","INDICE RÉGIONAL PORTÉ SUR LES COMMUNES, PAS UN INDICE COMMUNAL. Toutes les communes d'une même région portent le même chiffre : l'IHSI ne publie pas plus fin. Il serait faux d'en conclure qu'une commune est plus chère qu'une autre à l'intérieur d'une région. Les prix ne sont relevés QU'EN ZONE URBAINE, alors que les pondérations couvrent villes et campagnes — l'IHSI le dit dans sa méthodologie. Les pondérations viennent de l'enquête ECVMAS de 2011-2012 et n'ont pas été actualisées depuis, pour un indice base 2017-2018. Le découpage en cinq régions ne recoupe PAS les dix départements : « Reste Ouest » réunit l'Ouest hors métropole et le Sud-Est.",2026-08-21
HT0222,HTC-0222,Côtes de Fer,Reste Ouest,Départements du Sud-Est et de l'Ouest sans l'Aire Métropolitaine de P-au-P,Juin 26,654.6,1.0,19.4,100 en 2017-2018,SRC-052,"IHSI — Indice des prix à la consommation, ventilation régionale ; rattachement aux communes par Atmart","INDICE RÉGIONAL PORTÉ SUR LES COMMUNES, PAS UN INDICE COMMUNAL. Toutes les communes d'une même région portent le même chiffre : l'IHSI ne publie pas plus fin. Il serait faux d'en conclure qu'une commune est plus chère qu'une autre à l'intérieur d'une région. Les prix ne sont relevés QU'EN ZONE URBAINE, alors que les pondérations couvrent villes et campagnes — l'IHSI le dit dans sa méthodologie. Les pondérations viennent de l'enquête ECVMAS de 2011-2012 et n'ont pas été actualisées depuis, pour un indice base 2017-2018. Le découpage en cinq régions ne recoupe PAS les dix départements : « Reste Ouest » réunit l'Ouest hors métropole et le Sud-Est.",2026-08-21
HT0231,HTC-0231,Belle-Anse,Reste Ouest,Départements du Sud-Est et de l'Ouest sans l'Aire Métropolitaine de P-au-P,Juin 26,654.6,1.0,19.4,100 en 2017-2018,SRC-052,"IHSI — Indice des prix à la consommation, ventilation régionale ; rattachement aux communes par Atmart","INDICE RÉGIONAL PORTÉ SUR LES COMMUNES, PAS UN INDICE COMMUNAL. Toutes les communes d'une même région portent le même chiffre : l'IHSI ne publie pas plus fin. Il serait faux d'en conclure qu'une commune est plus chère qu'une autre à l'intérieur d'une région. Les prix ne sont relevés QU'EN ZONE URBAINE, alors que les pondérations couvrent villes et campagnes — l'IHSI le dit dans sa méthodologie. Les pondérations viennent de l'enquête ECVMAS de 2011-2012 et n'ont pas été actualisées depuis, pour un indice base 2017-2018. Le découpage en cinq régions ne recoupe PAS les dix départements : « Reste Ouest » réunit l'Ouest hors métropole et le Sud-Est.",2026-08-21
HT0232,HTC-0232,Grand Gosier,Reste Ouest,Départements du Sud-Est et de l'Ouest sans l'Aire Métropolitaine de P-au-P,Juin 26,654.6,1.0,19.4,100 en 2017-2018,SRC-052,"IHSI — Indice des prix à la consommation, ventilation régionale ; rattachement aux communes par Atmart","INDICE RÉGIONAL PORTÉ SUR LES COMMUNES, PAS UN INDICE COMMUNAL. Toutes les communes d'une même région portent le même chiffre : l'IHSI ne publie pas plus fin. Il serait faux d'en conclure qu'une commune est plus chère qu'une autre à l'intérieur d'une région. Les prix ne sont relevés QU'EN ZONE URBAINE, alors que les pondérations couvrent villes et campagnes — l'IHSI le dit dans sa méthodologie. Les pondérations viennent de l'enquête ECVMAS de 2011-2012 et n'ont pas été actualisées depuis, pour un indice base 2017-2018. Le découpage en cinq régions ne recoupe PAS les dix départements : « Reste Ouest » réunit l'Ouest hors métropole et le Sud-Est.",2026-08-21
HT0233,HTC-0233,Thiotte,Reste Ouest,Départements du Sud-Est et de l'Ouest sans l'Aire Métropolitaine de P-au-P,Juin 26,654.6,1.0,19.4,100 en 2017-2018,SRC-052,"IHSI — Indice des prix à la consommation, ventilation régionale ; rattachement aux communes par Atmart","INDICE RÉGIONAL PORTÉ SUR LES COMMUNES, PAS UN INDICE COMMUNAL. Toutes les communes d'une même région portent le même chiffre : l'IHSI ne publie pas plus fin. Il serait faux d'en conclure qu'une commune est plus chère qu'une autre à l'intérieur d'une région. Les prix ne sont relevés QU'EN ZONE URBAINE, alors que les pondérations couvrent villes et campagnes — l'IHSI le dit dans sa méthodologie. Les pondérations viennent de l'enquête ECVMAS de 2011-2012 et n'ont pas été actualisées depuis, pour un indice base 2017-2018. Le découpage en cinq régions ne recoupe PAS les dix départements : « Reste Ouest » réunit l'Ouest hors métropole et le Sud-Est.",2026-08-21
HT0234,HTC-0234,Anse-à-Pître,Reste Ouest,Départements du Sud-Est et de l'Ouest sans l'Aire Métropolitaine de P-au-P,Juin 26,654.6,1.0,19.4,100 en 2017-2018,SRC-052,"IHSI — Indice des prix à la consommation, ventilation régionale ; rattachement aux communes par Atmart","INDICE RÉGIONAL PORTÉ SUR LES COMMUNES, PAS UN INDICE COMMUNAL. Toutes les communes d'une même région portent le même chiffre : l'IHSI ne publie pas plus fin. Il serait faux d'en conclure qu'une commune est plus chère qu'une autre à l'intérieur d'une région. Les prix ne sont relevés QU'EN ZONE URBAINE, alors que les pondérations couvrent villes et campagnes — l'IHSI le dit dans sa méthodologie. Les pondérations viennent de l'enquête ECVMAS de 2011-2012 et n'ont pas été actualisées depuis, pour un indice base 2017-2018. Le découpage en cinq régions ne recoupe PAS les dix départements : « Reste Ouest » réunit l'Ouest hors métropole et le Sud-Est.",2026-08-21
