media,station,proprietaire,communautaire,frequence_mhz,frequence_khz,canal,ville_source,pcode_commune,nom_commune,departement_source,source_id,licence,attribution,millesime,date_extraction
radio,RADIO RAYON FM,MOISES TULICE,,98.3,,,MARCHAND DESSALINES,HT0541,Dessalines,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,Radio Pacific FM,Micosky POMPILUS,,98.5,,,MARCHAND DESSALINES,HT0541,Dessalines,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO CHRIST ROI,EVECHE DES GONAIVES,,98.7,,,GONAIVES,HT0511,Gonaïves,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO CHRIST FELLOWSHIP NETWORK,ANTOINE JEAN LOUIS,,98.9,,,DESDUNES,HT0544,Desdunes,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO FRANCIQUE FM,PIERRE ANTOINE BRNARD,,98.9,,,GROS MORNES,HT0521,Gros Morne,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO SINAI,DENISE MILUS,,99.1,,,Gonaives,HT0511,Gonaïves,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO LAKAY,Jean Marie DEJEAN,,99.3,,,SAINT MARC,HT0531,Saint-Marc,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO ANTENNE CONTINENTALE,WALNER JOSEPH,,99.5,,,GONAIVES,HT0511,Gonaïves,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO INITE,MITPA,,99.5,,,ST MICHEL DE L’ATTALAYE,HT0551,Saint-Michel de l'Attalaye,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,Radio TELE SHEKINAH,Pasteur Grégory TOUSSAINT,,99.9,,,GONAIVES,HT0511,Gonaïves,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO MILLENIUM 3,STEVENSON CHARLES CHARLESTAN,,99.9,,,SAINT MARC,HT0531,Saint-Marc,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,Radio PERCUTION FM,Rose-Ferline ACCILIEN,,100.1,,,GONAIVES,HT0511,Gonaïves,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO LJS,LOUIS-JEUNE ULYSSE,,100.3,,,SAINT MARC,HT0531,Saint-Marc,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO AFRICA FM,NAWOON MARCELLUS,,100.5,,,GONAIVES,HT0511,Gonaïves,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO VWA LATIBONIT,HERBY DALENCOURT,,100.7,,,ST MARC,HT0531,Saint-Marc,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO REDEMPTION,EGLISE EPISCOPALE D’HAITI,,100.9,,,GONAIVES,HT0511,Gonaïves,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,Radio ORCHIDEE,Jacqueline THELUSMA,,101.1,,,GONAIVES,HT0511,Gonaïves,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO SUPER GEMINI,VLADIMIR DOMINGUE,,101.3,,,ST MARC,HT0531,Saint-Marc,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO MEMORIAL FM,YVENS ALEXIS,,101.5,,,GONAIVES,HT0511,Gonaïves,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO HEURE DE VERITE,CHARLES SUFFRARD,,101.7,,,L’ESTERE,HT0513,L'Estère,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO CLUB HAITI PRESS,DIEUBON DAZEMA,,101.9,,,GONAIVES,HT0511,Gonaïves,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO MONOPOLE FM,Rosemila Saint-Vil PETIT-FRERE,,102.1,,,GONAIVES,HT0511,Gonaïves,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO LA CHANDELEUR,REV. Saint Jean ZACHARIE,,102.3,,,GROS MORNES,HT0521,Gros Morne,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO ZENITH,RONY COLIN,,102.5,,,SAINT MARC,HT0531,Saint-Marc,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO SFM,LUCKENCY EMILLE,,102.7,,,GROS-MORNES,HT0521,Gros Morne,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO TETE A TETE,ALDORPHE MARC ANTOINE,,102.9,,,SAINT MARC,HT0531,Saint-Marc,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,AC RADIO,HERODE AUGUSTIN,,103.1,,,Saint Marc,HT0531,Saint-Marc,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO INDEPENDANCE,PAUL MITTON,,103.3,,,GONAIVES,HT0511,Gonaïves,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO PYRAMIDE,Fritzson ORILUS,,103.5,,,ST MARC,HT0531,Saint-Marc,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,Radio TELE AJA,Alces JR Alexandre,,103.7,,,ST MARC,HT0531,Saint-Marc,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO NATIVITE INTERNATIONALE,IGNACE ST FLEUR,,103.9,,,GONAIVES,HT0511,Gonaïves,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO MESSIE CONTINENTAL,JEAN GUERRIER,,104.1,,,MARCHAND DESSALINES,HT0541,Dessalines,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO DECLIC FM,JN ROBERT IGNACE JEROME,,104.3,,,PTE. RIVIERE DE L’ARTIBONITE,HT0542,Petite Rivière de l'Artibonite,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO MAX FM,JEAN MAX CAJUSTE,,104.5,,,SAINT MARC,HT0531,Saint-Marc,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,Radio TRAGIQUE FM,Widmarc Joiséus,,104.7,,,Gonaives,HT0511,Gonaïves,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO CELESTE FM,FRITZ CHERY,,104.9,,,GROS-MORNES,HT0521,Gros Morne,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO VANITE FM,Mme Rose-Carline Joseph Montilus,,105.1,,,Gonaives,HT0511,Gonaïves,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO REALITE,OLESSE ANEVIL,,105.3,,,SAINT MARC,HT0531,Saint-Marc,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO EXPRESS INTERNATIONALE,WALES JEAN,,105.5,,,GONAIVES,HT0511,Gonaïves,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO DELTA STEREO,MAXIUS MARKES PIERRE-LOUIS,,105.7,,,SAINT MARC,HT0531,Saint-Marc,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO REFERENCE,ENOCK ARISMA,,105.9,,,GONAIVES,HT0511,Gonaïves,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO MEGA TOP INTER,ALEX SAINT SURIN,,106.3,,,GONAIVES,HT0511,Gonaïves,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO EVOLUTION INTER,ADONYCE VOLCY,,106.5,,,SAINT MARC,HT0531,Saint-Marc,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO NATIONALE D’HAITI,ETAT,,106.7,,,GONAIVES,HT0511,Gonaïves,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO CHES FM,CHESNEL PIERRE,,106.9,,,GONAIVES,HT0511,Gonaïves,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO VIB FM,BIBIANE ALEXANDRINE NORMILE,,107.1,,,ST MARC,HT0531,Saint-Marc,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO TOP FM,NAHUM OMELER,,107.3,,,GONAIVES,HT0511,Gonaïves,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO EMPEREUR (temporaire),GARY PIERRE PAUL CHARLES,,107.5,,,MARCHAND DESSALINES,HT0541,Dessalines,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO SANS SOUCI,IVE MARIE CHANEL,,107.7,,,GONAIVES,HT0511,Gonaïves,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO TÉLÉ LAWA FM,Manice DÉPLAT,,107.9,,,Gros Mornes,HT0521,Gros Morne,ARTIBONITE,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO INFO+,NOUVELLE TECH INFO TELECO8 S.A.,,88.1,,,Cap-haitien,HT0311,Cap-Haïtien,NORD,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO V.F.T FM,Jean Ismaël VALESTIN,,88.3,,,Plaine du Nord,HT0322,Plaine du Nord,NORD,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO TRANSLATION,PARNEL MARC LARECHE,,88.5,,,CAP-HAITIEN,HT0311,Cap-Haïtien,NORD,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,AC RADIO,ERODE AUGUSTIN,,88.7,,,CAP-HAITIEN,HT0311,Cap-Haïtien,NORD,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO MONOPOLE FM,Rosemila Saint-Vil PETIT-FRERE,,88.9,,,Cap-haitien,HT0311,Cap-Haïtien,NORD,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO SHALOM,ANDRE MUSCADIN,,89.3,,,CAP-HAITIEN,HT0311,Cap-Haïtien,NORD,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,Radio VIRAGE,Ralph Junior JEUNE,,89.5,,,CAP-HAITIEN,HT0311,Cap-Haïtien,NORD,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO VERITE (temporaire),CAMILLE MILFORT,,89.7,,,CAP-HAITIEN,HT0311,Cap-Haïtien,NORD,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,Radio RAS,Jean Venel CASSEUS,,89.9,,,Plaine du Nord,HT0322,Plaine du Nord,NORD,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,Radio PILON FM,Jean-Jacques Yvernso DESCARTES,,90.1,,,Cap-Hatien,HT0311,Cap-Haïtien,NORD,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO AYIBOBO FM,Carl Henry Desmornes,,90.3,,,CAP HAITIEN,HT0311,Cap-Haïtien,NORD,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO TIMOUN,LAFANMI SELAVI,,90.5,,,CAP-HAITIEN,HT0311,Cap-Haïtien,NORD,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,CH AMEN FM,Raoul PIERRE,,90.7,,,CAP-HAITIEN,HT0311,Cap-Haïtien,NORD,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,Radio voix des Rachetes,Ernest Jean BAPTISTE,,90.9,,,Caracol,HT0434,Caracol,NORD,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO CITADELLE,EMMANUEL C. EUGENE,,91.1,,,CAP-HAITIEN,HT0311,Cap-Haïtien,NORD,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO CHOUBLAK,MILDREDE BELIARD,,91.3,,,CAP-HAITIEN,HT0311,Cap-Haïtien,NORD,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO SOUVENIR,CYRUS SIBERT,,91.5,,,CAP-HAITEN,HT0311,Cap-Haïtien,NORD,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO CADENE FM,JOSEPH PIERRE,,91.7,,,SAINTE SUZANE,HT0432,Sainte Suzanne,NORD,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO PIGNON,HIDSON NELSON,,91.9,,,PIGNON,HT0344,Pignon,NORD,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO GINEN,JEAN LUCIEN BORGES,,92.1,,,CAP-HAITIEN,HT0311,Cap-Haïtien,NORD,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,Radio Estrella,Macdamene CROICHY,,92.3,,,CAP-HAITIEN,HT0311,Cap-Haïtien,NORD,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO NEGRITUDE,WILNET CONTENT,,92.5,,,CAP-HAITIEN,HT0311,Cap-Haïtien,NORD,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,Radio IMPRESSIVE FM,DJimmy DESAMOURS,,92.7,,,CAP-HAITIEN,HT0311,Cap-Haïtien,NORD,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO BEUR,WILDEN LAURENT,,92.9,,,CAP-HAITIEN,HT0311,Cap-Haïtien,NORD,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO INTER MIX,JEAN RONALD TERTULIEN,,93.1,,,CAP-HAITIEN,HT0311,Cap-Haïtien,NORD,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO JUPITER,AMAS PIERRE,,93.3,,,LIMBE,HT0361,Limbé,NORD,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO VANITE FM,Mme Rose-Carline Joseph Montilus,,93.5,,,CAP HAITIEN/LIMONADE,,,NORD,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO PANOU INTER,GEFFRAD JUDE JOSEPH,,93.7,,,CAP-HAITIEN,HT0311,Cap-Haïtien,NORD,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
