indicateur_id,langue,champ,valeur
IND-ACC-003,es,limites_connues,"El cálculo sigue la red viaria: no mide los trayectos a pie fuera de carretera, que son la regla en varias secciones comunales — y a la escuela se va a pie. La cifra describe la oferta, no el trayecto real de un alumno. Cuentan todas las escuelas cartografiadas, sea cual sea su nivel: el preescolar del pueblo no es el liceo."
IND-ACC-003,es,methode_calcul,"Mismo cálculo que IND-ACC-001, destino: todo objeto etiquetado como escuela."
IND-ACC-003,es,nom,Tiempo de acceso a la escuela más cercana
IND-ACC-003,es,sens_interpretation,Bajo = mejor acceso
IND-ACC-003,es,unite,minutos
IND-ACC-003,ht,comparabilite,Konparab ant komin ki gen menm ane referans lan.
IND-ACC-003,ht,definition,Tan medyàn pou fè wout la jouk nan lekòl ki pi pre a.
IND-ACC-003,ht,limites_connues,"Kalkil la swiv rezo wout la : li pa mezire wout a pye deyò wout yo, e se konsa timoun yo fè li nan plizyè seksyon kominal — paske se a pye moun al lekòl. Chif la dekri sèvis ki genyen an, se pa wout yon elèv fè vre. Tout lekòl ki sou kat la konte, kèlkeswa nivo yo : preskolè bouk la se pa lise a."
IND-ACC-003,ht,methode_calcul,"Menm kalkil ak IND-ACC-001, destinasyon an se tout kote ki make kòm lekòl."
IND-ACC-003,ht,nom,Tan pou rive nan lekòl ki pi pre a
IND-ACC-003,ht,sens_interpretation,Ba = pi bon aksè
IND-ACC-003,ht,unite,minit
IND-ACC-004,en,comparabilite,Comparable between communes of the same reference year.
IND-ACC-004,en,definition,Median road travel time to the nearest market.
IND-ACC-004,en,limites_connues,"A market does not open every day: travel time says nothing about frequency, and a weekly market ten minutes away is less accessible than a daily market thirty minutes away. The coordinates of the markets monitored by WFP are published to the hundredth of a degree, about one kilometre of precision. The walk to the road is not counted."
IND-ACC-004,en,methode_calcul,"Same computation as IND-ACC-001, destination: the geolocated markets of the Atmart register."
IND-ACC-004,en,nom,Travel time to the nearest market
IND-ACC-004,en,sens_interpretation,Low = better access
IND-ACC-004,en,unite,minutes
IND-ACC-004,es,comparabilite,Comparable entre comunas del mismo año de referencia.
IND-ACC-004,es,definition,Tiempo mediano de trayecto por carretera hasta el mercado más cercano.
IND-ACC-004,es,limites_connues,"Un mercado no abre todos los días: el tiempo de acceso no dice nada sobre la frecuencia, y un mercado semanal a diez minutos es menos accesible que un mercado diario a treinta. Las coordenadas de los mercados que sigue el PMA se publican con centésimas de grado, es decir alrededor de un kilómetro de precisión. La marcha a pie hasta la carretera no se contabiliza."
IND-ACC-004,es,methode_calcul,"Mismo cálculo que IND-ACC-001, destino: los mercados geolocalizados del registro Atmart."
IND-ACC-004,es,nom,Tiempo de acceso al mercado más cercano
IND-ACC-004,es,sens_interpretation,Bajo = mejor acceso
IND-ACC-004,es,unite,minutos
IND-ACC-004,ht,comparabilite,Konparab ant komin ki gen menm ane referans lan.
IND-ACC-004,ht,definition,Tan medyàn pou fè wout la jouk nan mache ki pi pre a.
IND-ACC-004,ht,limites_connues,"Yon mache pa louvri chak jou : tan pou rive a pa di anyen sou konbyen fwa li louvri, e yon mache ki fèt yon fwa pa semèn a dis minit mwens aksesib pase yon mache ki louvri chak jou a trant minit. Kowòdone mache PAM ap swiv yo pibliye nan santyèm degre, sa vle di apeprè yon kilomèt presizyon. Mache a pye jouk nan wout la pa konte."
IND-ACC-004,ht,methode_calcul,"Menm kalkil ak IND-ACC-001, destinasyon an se mache ki nan rejis Atmart la, ak kowòdone yo."
IND-ACC-004,ht,nom,Tan pou rive nan mache ki pi pre a
IND-ACC-004,ht,sens_interpretation,Ba = pi bon aksè
IND-ACC-004,ht,unite,minit
IND-BUD-001,en,comparabilite,Requires correcting for inflation to compare two fiscal years.
IND-BUD-001,en,definition,Executed public expenditure related to the population.
IND-BUD-001,en,limites_connues,A voted expenditure is not an executed expenditure.
IND-BUD-001,en,methode_calcul,Executed expenditure for the fiscal year ÷ population. The fiscal year (1 October – 30 September) comes from the time referential: never relate it to a calendar year.
IND-BUD-001,en,nom,Public expenditure per inhabitant
IND-BUD-001,en,sens_interpretation,To be read together with the structure of the expenditure.
IND-BUD-001,en,unite,HTG / inhabitant
IND-BUD-001,es,comparabilite,Exige corregir la inflación para comparar dos ejercicios.
IND-BUD-001,es,definition,Gasto público ejecutado en relación con la población.
IND-BUD-001,es,limites_connues,Un gasto aprobado no es un gasto ejecutado.
IND-BUD-001,es,methode_calcul,Gasto ejecutado del ejercicio ÷ población. El ejercicio fiscal (1 de octubre – 30 de septiembre) lo aporta el referencial tiempo: nunca referirlo a un año civil.
IND-BUD-001,es,nom,Gasto público por habitante
IND-BUD-001,es,sens_interpretation,Debe leerse junto con la estructura del gasto.
IND-BUD-001,es,unite,HTG / habitante
IND-BUD-001,ht,comparabilite,Fòk ou korije enflasyon an pou konpare de ekzèsis.
IND-BUD-001,ht,definition,Depans piblik yo egzekite rapòte ak popilasyon an.
IND-BUD-001,ht,limites_connues,Yon depans yo vote pa yon depans yo egzekite.
IND-BUD-001,ht,methode_calcul,Depans egzekite nan ekzèsis la ÷ popilasyon. Se baz referans tan an ki bay ekzèsis fiskal la (1ye oktòb – 30 septanm) : pa janm rapòte l ak yon ane sivil.
IND-BUD-001,ht,nom,Depans piblik pou chak moun
IND-BUD-001,ht,sens_interpretation,"Pou li l byen, gade tou ki jan depans lan òganize."
IND-BUD-001,ht,unite,HTG / moun
IND-EDU-001,en,comparabilite,"NOT comparable between departments: the source covers only Sud, Ouest, Nippes and Grande'Anse."
IND-EDU-001,en,definition,Number of schools recorded.
IND-EDU-001,en,limites_connues,"PARTIAL COVERAGE — 4 departments out of 10, 49 communes out of 140. A zero value means “not recorded”, never “no schools”."
IND-EDU-001,en,methode_calcul,"Count in the organisations referential, Education category."
IND-EDU-001,en,nom,Recorded schools
IND-EDU-001,en,sens_interpretation,To be read only within the covered area.
IND-EDU-001,en,unite,count
IND-EDU-001,es,comparabilite,"NO comparable entre departamentos: la fuente solo cubre Sud, Ouest, Nippes y Grande'Anse."
IND-EDU-001,es,definition,Número de centros escolares registrados.
IND-EDU-001,es,limites_connues,"COBERTURA PARCIAL — 4 departamentos de 10, 49 comunas de 140. Un valor cero significa «no registrado», nunca «ninguna escuela»."
IND-EDU-001,es,methode_calcul,"Recuento en el referencial de organizaciones, categoría Educación."
IND-EDU-001,es,nom,Escuelas registradas
IND-EDU-001,es,sens_interpretation,Léase únicamente dentro de la zona cubierta.
IND-EDU-001,es,unite,número
IND-EDU-001,ht,comparabilite,"PA konparab ant depatman : sous la kouvri sèlman Sid, Lwès, Nip ak Grandans."
IND-EDU-001,ht,definition,Kantite etablisman lekòl ki resanse.
IND-EDU-001,ht,limites_connues,"KOUVÈTI PASYÈL — 4 depatman sou 10, 49 komin sou 140. Yon valè zewo vle di « pa resanse », li pa janm vle di « pa gen lekòl »."
IND-EDU-001,ht,methode_calcul,"Konte nan baz referans òganizasyon yo, kategori Edikasyon."
IND-EDU-001,ht,nom,Lekòl ki resanse
IND-EDU-001,ht,sens_interpretation,Li sèlman anndan zòn ki kouvri a.
IND-EDU-001,ht,unite,kantite
IND-EDU-002,en,comparabilite,Only within the covered area.
IND-EDU-002,en,definition,Share of public schools among recorded schools.
IND-EDU-002,en,limites_connues,Inherits the partial coverage of IND-EDU-001.
IND-EDU-002,en,methode_calcul,"“Public” schools ÷ total recorded × 100, after harmonising the labels (PUBLIQUE / Public → Public)."
IND-EDU-002,en,nom,Share of public schools
IND-EDU-002,en,sens_interpretation,A low share reflects the weight of the non-public sector.
IND-EDU-002,en,unite,%
IND-EDU-002,es,comparabilite,Únicamente dentro de la zona cubierta.
IND-EDU-002,es,definition,Proporción de escuelas públicas entre las escuelas registradas.
IND-EDU-002,es,limites_connues,Hereda la cobertura parcial de IND-EDU-001.
IND-EDU-002,es,methode_calcul,"Escuelas «Public» ÷ total registrado × 100, tras armonizar las etiquetas (PUBLIQUE / Public → Public)."
IND-EDU-002,es,nom,Proporción de escuelas públicas
IND-EDU-002,es,sens_interpretation,Una proporción baja refleja el peso del sector no público.
IND-EDU-002,es,unite,%
IND-EDU-002,ht,comparabilite,Sèlman anndan zòn ki kouvri a.
IND-EDU-002,ht,definition,Pòsyon lekòl ki gen estati leta pami lekòl ki resanse yo.
IND-EDU-002,ht,limites_connues,Li pote kouvèti pasyèl IND-EDU-001 la.
IND-EDU-002,ht,methode_calcul,"Lekòl « Public » ÷ total ki resanse × 100, apre nou mete libèle yo daplon (PUBLIQUE / Public → Public)."
IND-EDU-002,ht,nom,Pòsyon lekòl leta
IND-EDU-002,ht,sens_interpretation,Yon pòsyon ki fèb montre pwa sektè ki pa leta a.
IND-EDU-002,ht,unite,%
IND-EDU-003,en,comparabilite,Same coverage limitations as recorded schools.
IND-EDU-003,en,definition,Number of schools with public status.
IND-EDU-003,en,limites_connues,Inherits the partial coverage of the school census.
IND-EDU-003,en,methode_calcul,Count after harmonising the status labels.
IND-EDU-003,en,nom,Public schools
IND-EDU-003,en,sens_interpretation,Numerator of the share of public schools.
IND-EDU-003,en,unite,count
IND-EDU-003,es,comparabilite,Mismas limitaciones de cobertura que las escuelas registradas.
IND-EDU-003,es,definition,Número de centros escolares de estatus público.
IND-EDU-003,es,limites_connues,Hereda la cobertura parcial del censo escolar.
IND-EDU-003,es,methode_calcul,Recuento tras armonizar las etiquetas de estatus.
IND-EDU-003,es,nom,Escuelas públicas
IND-EDU-003,es,sens_interpretation,Numerador de la proporción de escuelas públicas.
IND-EDU-003,es,unite,número
IND-EDU-003,ht,comparabilite,Menm limit kouvèti ak lekòl ki resanse yo.
IND-EDU-003,ht,definition,Kantite etablisman lekòl ki gen estati leta.
IND-EDU-003,ht,limites_connues,Li pote kouvèti pasyèl resansman lekòl la.
IND-EDU-003,ht,methode_calcul,Konte apre nou fin mete libèle estati yo daplon.
IND-EDU-003,ht,nom,Lekòl leta
IND-EDU-003,ht,sens_interpretation,Se numeratè pòsyon lekòl leta yo.
IND-EDU-003,ht,unite,kantite
IND-EDU-010,en,comparabilite,"Comparable across the 49 communes covered by the 2022 school mapping, and among those only. The other 91 do not have a low ratio: they have no count at all."
IND-EDU-010,en,definition,Number of recorded schools per school-age population of the commune.
IND-EDU-010,en,limites_connues,"The numerator covers only 49 of 140 communes: the ratio describes recorded schools, not existing ones. The denominator is a projection (COD-PS 2024, status E), and the reference years differ — 2022 for schools, 2024 for population. A recorded school is not an open school, nor an available seat: the indicator counts establishments, not capacity. Across the 49 covered communes the values range from 1.71 to 154.28: such a spread reflects the uneven completeness of the count first, not the actual provision."
IND-EDU-010,en,methode_calcul,"IND-EDU-001 ÷ IND-POP-007 × 10,000. The upper bound of the denominator is 19, not 18: the COD-PS is five-year banded, and splitting the 15-19 band would mean inventing a distribution."
IND-EDU-010,en,nom,"Schools per 10,000 young people aged 5 to 19"
IND-EDU-010,en,sens_interpretation,"High = many recorded establishments relative to 5-19 year-olds. It says nothing about school size, condition, or travel distance."
IND-EDU-010,en,unite,"schools / 10,000 young people"
IND-EDU-010,es,comparabilite,"Comparable entre las 49 comunas cubiertas por el mapeo escolar de 2022, y solo entre ellas. Las otras 91 no tienen una razón baja: no tienen conteo alguno."
IND-EDU-010,es,definition,Número de escuelas registradas por población en edad escolar de la comuna.
IND-EDU-010,es,limites_connues,"El numerador cubre solo 49 de 140 comunas: la razón describe las escuelas registradas, no las existentes. El denominador es una proyección (COD-PS 2024, estado E), y los años difieren — 2022 para las escuelas, 2024 para la población. Una escuela registrada no es una escuela abierta ni una plaza disponible: el indicador cuenta establecimientos, no capacidad. Entre las 49 comunas cubiertas los valores van de 1,71 a 154,28: una diferencia así refleja ante todo la desigual exhaustividad del censo, no la oferta real."
IND-EDU-010,es,methode_calcul,"IND-EDU-001 ÷ IND-POP-007 × 10 000. El límite superior del denominador es 19 años y no 18: el COD-PS es quinquenal, y dividir el grupo 15-19 exigiría inventar un reparto."
IND-EDU-010,es,nom,Escuelas por 10 000 jóvenes de 5 a 19 años
IND-EDU-010,es,sens_interpretation,"Alto = muchos establecimientos registrados en relación con los jóvenes de 5 a 19 años. No dice nada del tamaño de las escuelas, de su estado ni de la distancia a recorrer."
IND-EDU-010,es,unite,escuelas / 10 000 jóvenes
IND-EDU-010,ht,comparabilite,"Konparab ant 49 komin kat lekòl 2022 la kouvri yo, epi sèlman ant yo menm. Lòt 91 yo pa gen yon rapò ki ba : yo pa gen kontaj ditou."
IND-EDU-010,ht,definition,Kantite lekòl ki anrejistre divize pa popilasyon jèn ki nan laj pou al lekòl nan komin nan.
IND-EDU-010,ht,limites_connues,"Nimeratè a kouvri sèlman 49 komin sou 140 : rapò a dekri lekòl yo anrejistre yo, se pa lekòl ki egziste yo. Denominatè a se yon pwojeksyon (COD-PS 2024, estati E), e de milezim yo pa menm — 2022 pou lekòl, 2024 pou popilasyon. Yon lekòl ki anrejistre pa vle di yon lekòl ki louvri, ni yon plas ki disponib : endikatè a konte etablisman, li pa konte kapasite. Eka nou wè ant 49 komin ki kouvri yo ale depi 1,71 rive 154,28 : yon diferans konsa montre dabò ke resansman an pa t fèt menm jan toupatou, li pa montre òf la."
IND-EDU-010,ht,methode_calcul,"IND-EDU-001 ÷ IND-POP-007 × 10 000. Bòn anwo denominatè a se 19 an, se pa 18 : COD-PS bay laj yo pa gwoup senk ane, koupe tranch 15-19 la ta vle di envante yon chif."
IND-EDU-010,ht,nom,Lekòl pou chak 10 000 jèn 5 a 19 an
IND-EDU-010,ht,sens_interpretation,"Wo = anpil etablisman anrejistre parapò ak jèn 5 a 19 an yo. Li pa di anyen sou gwosè lekòl yo, sou eta yo, ni sou distans pou rive."
IND-EDU-010,ht,unite,lekòl / 10 000 jèn
IND-ENV-001,en,comparabilite,Comparable between communes of the same reference year.
IND-ENV-001,en,definition,"Share of the commune's area classified as ""trees"" by satellite observation."
IND-ENV-001,en,limites_connues,"Tree cover in the satellite's sense is not forest in the forestry sense: orchards, hedgerows and dense scrub are included. Compare it with the World Bank's national forest area, which gives an entirely different figure — two definitions, two methods."
IND-ENV-001,en,methode_calcul,"Share of WorldCover pixels classified as ""trees"" within the commune polygon, 10 m resolution."
IND-ENV-001,en,nom,Tree cover
IND-ENV-001,en,sens_interpretation,High = more cover
IND-ENV-001,en,unite,% of the commune's area
IND-ENV-001,es,comparabilite,Comparable entre comunas del mismo año de referencia.
IND-ENV-001,es,definition,Proporción de la superficie comunal clasificada como «árboles» por la observación satelital.
IND-ENV-001,es,limites_connues,"La cubierta arbórea en el sentido del satélite no es el bosque en el sentido forestal: entran huertos, setos y matorral denso. Conviene contrastarla con la superficie forestal nacional del Banco Mundial, que da una cifra muy distinta — dos definiciones, dos métodos."
IND-ENV-001,es,methode_calcul,"Proporción de píxeles WorldCover clasificados como «árboles» dentro del polígono comunal, resolución 10 m."
IND-ENV-001,es,nom,Cubierta arbórea
IND-ENV-001,es,sens_interpretation,Alto = más cubierta
IND-ENV-001,es,unite,% de la superficie comunal
IND-ENV-001,ht,comparabilite,Konparab ant komin ki gen menm ane referans lan.
IND-ENV-001,ht,definition,Pòsyon sipèfisi komin nan satelit la klase kòm « pyebwa ».
IND-ENV-001,ht,limites_connues,"Sa satelit la rele kouvèti pyebwa se pa forè nan sans forestye a : jaden pyebwa, ranje pyebwa ak raje pran ladan l tou. Pou konpare, gade sipèfisi forè nasyonal Bank Mondyal la bay : li bay yon lòt chif nèt — de definisyon, de metòd."
IND-ENV-001,ht,methode_calcul,"Pòsyon piksèl WorldCover ki klase « pyebwa » anndan polygòn komin nan, rezolisyon 10 m."
IND-ENV-001,ht,nom,Kouvèti pyebwa
IND-ENV-001,ht,sens_interpretation,Wo = plis kouvèti
IND-ENV-001,ht,unite,% sipèfisi komin nan
IND-ENV-002,en,comparabilite,Comparable between communes of the same reference year.
IND-ENV-002,en,definition,"Share of the commune's area occupied by buildings, measured from imagery."
IND-ENV-002,en,limites_connues,"Detected built-up area includes every construction, residential or not. It says nothing about habitability, nor about population density."
IND-ENV-002,en,methode_calcul,Share of built-up surface detected by GHSL in 2020 within the commune polygon.
IND-ENV-002,en,nom,Share of built-up area
IND-ENV-002,en,sens_interpretation,High = more urban
IND-ENV-002,en,unite,% of the commune's area
IND-ENV-002,es,comparabilite,Comparable entre comunas del mismo año de referencia.
IND-ENV-002,es,definition,"Proporción de la superficie comunal ocupada por construcciones, medida por imágenes."
IND-ENV-002,es,limites_connues,"La superficie construida detectada incluye toda construcción, también la no residencial. No dice nada sobre la habitabilidad ni sobre la densidad de población."
IND-ENV-002,es,methode_calcul,Proporción de superficie construida detectada por GHSL en 2020 dentro del polígono comunal.
IND-ENV-002,es,nom,Proporción de superficie construida
IND-ENV-002,es,sens_interpretation,Alto = más urbano
IND-ENV-002,es,unite,% de la superficie comunal
IND-ENV-002,ht,comparabilite,Konparab ant komin ki gen menm ane referans lan.
IND-ENV-002,ht,definition,"Pòsyon sipèfisi komin nan ki gen konstriksyon sou li, jan imaj satelit yo mezire l."
IND-ENV-002,ht,limites_connues,"Bati yo detekte a gen ladan l tout konstriksyon, menm sa ki pa kay moun. Li pa di anyen ni sou si moun ka rete ladan yo, ni sou konbyen moun ki rete la."
IND-ENV-002,ht,methode_calcul,Pòsyon sipèfisi bati GHSL detekte an 2020 anndan polygòn komin nan.
IND-ENV-002,ht,nom,Pòsyon tè ki gen bati sou li
IND-ENV-002,ht,sens_interpretation,Wo = plis vil
IND-ENV-002,ht,unite,% sipèfisi komin nan
IND-ENV-003,en,comparabilite,Comparable between communes of the same reference year.
IND-ENV-003,en,definition,Mean annual rainfall total over the 1991-2020 climate reference period.
IND-ENV-003,en,limites_connues,"A thirty-year normal is not a forecast, and it hides year-to-year variability — which is precisely what an average erases."
IND-ENV-003,en,methode_calcul,"Mean of CHIRPS annual totals over 1991-2020, sampled on the pixels of the commune polygon."
IND-ENV-003,en,nom,Normal annual rainfall
IND-ENV-003,en,sens_interpretation,Neither good nor bad: read it alongside agriculture and risk
IND-ENV-003,en,unite,mm per year
IND-ENV-003,es,comparabilite,Comparable entre comunas del mismo año de referencia.
IND-ENV-003,es,definition,Acumulado anual medio de precipitaciones en el periodo de referencia climática 1991-2020.
IND-ENV-003,es,limites_connues,"Una normal de treinta años no es un pronóstico, y oculta la variabilidad de un año a otro — que es precisamente lo que una media borra."
IND-ENV-003,es,methode_calcul,"Media de los acumulados anuales CHIRPS en 1991-2020, muestreada sobre los píxeles del polígono comunal."
IND-ENV-003,es,nom,Precipitación anual normal
IND-ENV-003,es,sens_interpretation,Ni bueno ni malo: léase junto con la agricultura y el riesgo
IND-ENV-003,es,unite,mm por año
IND-ENV-003,ht,comparabilite,Konparab ant komin ki gen menm ane referans lan.
IND-ENV-003,ht,definition,Mwayèn total lapli ki tonbe nan yon ane sou peryòd referans klimatik 1991-2020 an.
IND-ENV-003,ht,limites_connues,"Yon nòmal sou trant ane se pa yon previzyon, e li kache jan yon ane ka diferan de yon lòt — se egzakteman sa yon mwayèn efase."
IND-ENV-003,ht,methode_calcul,"Mwayèn total anyèl CHIRPS yo sou 1991-2020, pran sou piksèl polygòn komin nan."
IND-ENV-003,ht,nom,Lapli nòmal nan yon ane
IND-ENV-003,ht,sens_interpretation,Ni bon ni move : li li ansanm ak agrikilti a ak risk la
IND-ENV-003,ht,unite,mm pa ane
IND-GEO-001,en,comparabilite,Comparable as long as the administrative division does not change.
IND-GEO-001,en,definition,Area of the territorial entity.
IND-GEO-001,en,limites_connues,"The national total of the sections (26,942 km²) differs from the usual 27,750 km²: coastal tracing of the polygons."
IND-GEO-001,en,methode_calcul,Sum of the areas of the communal sections (CNIGS).
IND-GEO-001,en,nom,Area
IND-GEO-001,en,sens_interpretation,Neutral
IND-GEO-001,en,unite,km²
IND-GEO-001,es,comparabilite,Comparable mientras la división administrativa no cambie.
IND-GEO-001,es,definition,Superficie de la entidad territorial.
IND-GEO-001,es,limites_connues,El total nacional de las secciones (26 942 km²) difiere de los 27 750 km² habituales: trazado costero de los polígonos.
IND-GEO-001,es,methode_calcul,Suma de las superficies de las secciones comunales (CNIGS).
IND-GEO-001,es,nom,Superficie
IND-GEO-001,es,sens_interpretation,Neutro
IND-GEO-001,es,unite,km²
IND-GEO-001,ht,comparabilite,Konparab toutotan dekoupaj administratif la pa chanje.
IND-GEO-001,ht,definition,Sipèfisi antite teritoryal la.
IND-GEO-001,ht,limites_connues,Total nasyonal seksyon yo (26 942 km²) diferan ak 27 750 km² yo abitye site a : se trase kòt polygòn yo.
IND-GEO-001,ht,methode_calcul,Total sipèfisi seksyon kominal yo (CNIGS).
IND-GEO-001,ht,nom,Sipèfisi
IND-GEO-001,ht,sens_interpretation,Net
IND-GEO-001,ht,unite,km²
IND-GEO-002,en,comparabilite,Comparable between communes.
IND-GEO-002,en,definition,Number of communal sections making up the commune.
IND-GEO-002,en,limites_connues,2018 division.
IND-GEO-002,en,methode_calcul,Count in the territory referential.
IND-GEO-002,en,nom,Number of communal sections
IND-GEO-002,en,sens_interpretation,Neutral
IND-GEO-002,en,unite,count
IND-GEO-002,es,comparabilite,Comparable entre comunas.
IND-GEO-002,es,definition,Número de secciones comunales que componen la comuna.
IND-GEO-002,es,limites_connues,División de 2018.
IND-GEO-002,es,methode_calcul,Recuento en el referencial territorio.
IND-GEO-002,es,nom,Número de secciones comunales
IND-GEO-002,es,sens_interpretation,Neutro
IND-GEO-002,es,unite,número
IND-GEO-002,ht,comparabilite,Konparab ant komin.
IND-GEO-002,ht,definition,Kantite seksyon kominal ki fòme komin nan.
IND-GEO-002,ht,limites_connues,Dekoupaj 2018 la.
IND-GEO-002,ht,methode_calcul,Konte nan baz referans teritwa a.
IND-GEO-002,ht,nom,Kantite seksyon kominal
IND-GEO-002,ht,sens_interpretation,Net
IND-GEO-002,ht,unite,kantite
IND-GEO-003,en,comparabilite,"Caution: reflects the recording effort of GeoNames, not settlement reality alone."
IND-GEO-003,en,definition,Number of inhabited places recorded in the commune.
IND-GEO-003,en,limites_connues,Small localities may be missing; 1.3 % of points are attached by proximity.
IND-GEO-003,en,methode_calcul,Count of GeoNames localities attached to the commune by point-in-polygon.
IND-GEO-003,en,nom,Recorded localities
IND-GEO-003,en,sens_interpretation,A high value is not a merit: it also reflects better documentary coverage.
IND-GEO-003,en,unite,count
IND-GEO-003,es,comparabilite,"Precaución: refleja el esfuerzo de registro de GeoNames, no solo la realidad del poblamiento."
IND-GEO-003,es,definition,Número de lugares habitados registrados en la comuna.
IND-GEO-003,es,limites_connues,"Pueden faltar pequeñas localidades; el 1,3 % de los puntos se vinculan por proximidad."
IND-GEO-003,es,methode_calcul,Recuento de localidades GeoNames vinculadas a la comuna mediante punto-en-polígono.
IND-GEO-003,es,nom,Localidades registradas
IND-GEO-003,es,sens_interpretation,Un valor alto no es un mérito: refleja también una mejor cobertura documental.
IND-GEO-003,es,unite,número
IND-GEO-003,ht,comparabilite,"Fè atansyon : li reflete efò resansman GeoNames la, se pa sèlman reyalite kote moun rete."
IND-GEO-003,ht,definition,Kantite kote moun rete yo resanse nan komin nan.
