serie_id,libelle,domaine,annee,valeur,unite,source_id,source,licence,attribution,note,date_extraction
CT-MIR-214-M,Achats à Haïti déclarés par République dominicaine,Commerce,2020,5379371.27,$ US courants,SRC-COMTRADE,UN Comtrade,Conditions UNSD — agrégats transformés seulement,UN Comtrade,"DONNÉE MIROIR : ce que République dominicaine déclare, PAS ce qu'Haïti déclare — Haïti ne déclare plus ses marchandises depuis 2017. Valeur à l'IMPORTATION du partenaire, donc CAF (fret et assurance compris) : les deux sens ne s'additionnent ni ne se soustraient tels quels. Le commerce terrestre avec la République dominicaine est notoirement sous-déclaré des deux côtés.",2026-08-19
CT-MIR-214-M,Achats à Haïti déclarés par République dominicaine,Commerce,2019,3534478.451,$ US courants,SRC-COMTRADE,UN Comtrade,Conditions UNSD — agrégats transformés seulement,UN Comtrade,"DONNÉE MIROIR : ce que République dominicaine déclare, PAS ce qu'Haïti déclare — Haïti ne déclare plus ses marchandises depuis 2017. Valeur à l'IMPORTATION du partenaire, donc CAF (fret et assurance compris) : les deux sens ne s'additionnent ni ne se soustraient tels quels. Le commerce terrestre avec la République dominicaine est notoirement sous-déclaré des deux côtés.",2026-08-19
CT-MIR-214-M,Achats à Haïti déclarés par République dominicaine,Commerce,2018,15138232.85,$ US courants,SRC-COMTRADE,UN Comtrade,Conditions UNSD — agrégats transformés seulement,UN Comtrade,"DONNÉE MIROIR : ce que République dominicaine déclare, PAS ce qu'Haïti déclare — Haïti ne déclare plus ses marchandises depuis 2017. Valeur à l'IMPORTATION du partenaire, donc CAF (fret et assurance compris) : les deux sens ne s'additionnent ni ne se soustraient tels quels. Le commerce terrestre avec la République dominicaine est notoirement sous-déclaré des deux côtés.",2026-08-19
CT-MIR-842-M,Achats à Haïti déclarés par États-Unis,Commerce,2024,641768953.0,$ US courants,SRC-COMTRADE,UN Comtrade,Conditions UNSD — agrégats transformés seulement,UN Comtrade,"DONNÉE MIROIR : ce que États-Unis déclare, PAS ce qu'Haïti déclare — Haïti ne déclare plus ses marchandises depuis 2017. Valeur à l'IMPORTATION du partenaire, donc CAF (fret et assurance compris) : les deux sens ne s'additionnent ni ne se soustraient tels quels. Le commerce terrestre avec la République dominicaine est notoirement sous-déclaré des deux côtés.",2026-08-19
CT-MIR-842-M,Achats à Haïti déclarés par États-Unis,Commerce,2023,849367802.0,$ US courants,SRC-COMTRADE,UN Comtrade,Conditions UNSD — agrégats transformés seulement,UN Comtrade,"DONNÉE MIROIR : ce que États-Unis déclare, PAS ce qu'Haïti déclare — Haïti ne déclare plus ses marchandises depuis 2017. Valeur à l'IMPORTATION du partenaire, donc CAF (fret et assurance compris) : les deux sens ne s'additionnent ni ne se soustraient tels quels. Le commerce terrestre avec la République dominicaine est notoirement sous-déclaré des deux côtés.",2026-08-19
CT-MIR-842-M,Achats à Haïti déclarés par États-Unis,Commerce,2022,1085695980.0,$ US courants,SRC-COMTRADE,UN Comtrade,Conditions UNSD — agrégats transformés seulement,UN Comtrade,"DONNÉE MIROIR : ce que États-Unis déclare, PAS ce qu'Haïti déclare — Haïti ne déclare plus ses marchandises depuis 2017. Valeur à l'IMPORTATION du partenaire, donc CAF (fret et assurance compris) : les deux sens ne s'additionnent ni ne se soustraient tels quels. Le commerce terrestre avec la République dominicaine est notoirement sous-déclaré des deux côtés.",2026-08-19
CT-MIR-842-M,Achats à Haïti déclarés par États-Unis,Commerce,2021,1144187682.0,$ US courants,SRC-COMTRADE,UN Comtrade,Conditions UNSD — agrégats transformés seulement,UN Comtrade,"DONNÉE MIROIR : ce que États-Unis déclare, PAS ce qu'Haïti déclare — Haïti ne déclare plus ses marchandises depuis 2017. Valeur à l'IMPORTATION du partenaire, donc CAF (fret et assurance compris) : les deux sens ne s'additionnent ni ne se soustraient tels quels. Le commerce terrestre avec la République dominicaine est notoirement sous-déclaré des deux côtés.",2026-08-19
CT-MIR-842-M,Achats à Haïti déclarés par États-Unis,Commerce,2020,861813996.0,$ US courants,SRC-COMTRADE,UN Comtrade,Conditions UNSD — agrégats transformés seulement,UN Comtrade,"DONNÉE MIROIR : ce que États-Unis déclare, PAS ce qu'Haïti déclare — Haïti ne déclare plus ses marchandises depuis 2017. Valeur à l'IMPORTATION du partenaire, donc CAF (fret et assurance compris) : les deux sens ne s'additionnent ni ne se soustraient tels quels. Le commerce terrestre avec la République dominicaine est notoirement sous-déclaré des deux côtés.",2026-08-19
CT-MIR-842-M,Achats à Haïti déclarés par États-Unis,Commerce,2019,1087725150.0,$ US courants,SRC-COMTRADE,UN Comtrade,Conditions UNSD — agrégats transformés seulement,UN Comtrade,"DONNÉE MIROIR : ce que États-Unis déclare, PAS ce qu'Haïti déclare — Haïti ne déclare plus ses marchandises depuis 2017. Valeur à l'IMPORTATION du partenaire, donc CAF (fret et assurance compris) : les deux sens ne s'additionnent ni ne se soustraient tels quels. Le commerce terrestre avec la République dominicaine est notoirement sous-déclaré des deux côtés.",2026-08-19
CT-MIR-842-M,Achats à Haïti déclarés par États-Unis,Commerce,2018,1012834456.0,$ US courants,SRC-COMTRADE,UN Comtrade,Conditions UNSD — agrégats transformés seulement,UN Comtrade,"DONNÉE MIROIR : ce que États-Unis déclare, PAS ce qu'Haïti déclare — Haïti ne déclare plus ses marchandises depuis 2017. Valeur à l'IMPORTATION du partenaire, donc CAF (fret et assurance compris) : les deux sens ne s'additionnent ni ne se soustraient tels quels. Le commerce terrestre avec la République dominicaine est notoirement sous-déclaré des deux côtés.",2026-08-19
WDI-NE.EXP.GNFS.ZS,Exportations de biens et services,Commerce,2025,1.55997335042545,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.EXP.GNFS.ZS,Exportations de biens et services,Commerce,2024,2.19043620968954,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.EXP.GNFS.ZS,Exportations de biens et services,Commerce,2023,3.19960218811037,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.EXP.GNFS.ZS,Exportations de biens et services,Commerce,2022,3.91430894905528,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.EXP.GNFS.ZS,Exportations de biens et services,Commerce,2021,4.35213301018327,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.EXP.GNFS.ZS,Exportations de biens et services,Commerce,2020,7.65100448067923,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.EXP.GNFS.ZS,Exportations de biens et services,Commerce,2019,10.5576734334849,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.EXP.GNFS.ZS,Exportations de biens et services,Commerce,2018,10.7808225917355,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.EXP.GNFS.ZS,Exportations de biens et services,Commerce,2017,11.0034703442067,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.EXP.GNFS.ZS,Exportations de biens et services,Commerce,2016,11.6019709432331,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.EXP.GNFS.ZS,Exportations de biens et services,Commerce,2015,11.767746984448,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.EXP.GNFS.ZS,Exportations de biens et services,Commerce,2014,10.9748356235428,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.EXP.GNFS.ZS,Exportations de biens et services,Commerce,2013,10.5162857583955,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.EXP.GNFS.ZS,Exportations de biens et services,Commerce,2012,9.65509365703807,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.EXP.GNFS.ZS,Exportations de biens et services,Commerce,2011,10.0831141670054,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.EXP.GNFS.ZS,Exportations de biens et services,Commerce,2010,8.57028815816493,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.EXP.GNFS.ZS,Exportations de biens et services,Commerce,2009,8.91611581819929,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.EXP.GNFS.ZS,Exportations de biens et services,Commerce,2008,8.79139007136153,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.EXP.GNFS.ZS,Exportations de biens et services,Commerce,2007,8.4436893222519,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.EXP.GNFS.ZS,Exportations de biens et services,Commerce,2006,9.02116806690294,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.EXP.GNFS.ZS,Exportations de biens et services,Commerce,2005,8.60730926012051,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.EXP.GNFS.ZS,Exportations de biens et services,Commerce,2004,8.37501274392717,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.EXP.GNFS.ZS,Exportations de biens et services,Commerce,2003,9.27243551684809,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.EXP.GNFS.ZS,Exportations de biens et services,Commerce,2002,6.28442947052392,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.EXP.GNFS.ZS,Exportations de biens et services,Commerce,2001,7.0257750983534,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.EXP.GNFS.ZS,Exportations de biens et services,Commerce,2000,7.35798043194839,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
CT-SERV-X,Exportations de services,Commerce,2022,101452303.398,$ US courants,SRC-COMTRADE,UN Comtrade,Conditions UNSD — agrégats transformés seulement,UN Comtrade,DÉCLARÉ PAR HAÏTI. Les services sont la seule famille qu'Haïti déclare encore après 2017 ; ses marchandises ne sont plus déclarées depuis cette année-là.,2026-08-19
CT-SERV-X,Exportations de services,Commerce,2021,141578425.795,$ US courants,SRC-COMTRADE,UN Comtrade,Conditions UNSD — agrégats transformés seulement,UN Comtrade,DÉCLARÉ PAR HAÏTI. Les services sont la seule famille qu'Haïti déclare encore après 2017 ; ses marchandises ne sont plus déclarées depuis cette année-là.,2026-08-19
CT-SERV-X,Exportations de services,Commerce,2020,132748854.024,$ US courants,SRC-COMTRADE,UN Comtrade,Conditions UNSD — agrégats transformés seulement,UN Comtrade,DÉCLARÉ PAR HAÏTI. Les services sont la seule famille qu'Haïti déclare encore après 2017 ; ses marchandises ne sont plus déclarées depuis cette année-là.,2026-08-19
CT-SERV-X,Exportations de services,Commerce,2019,530970758.564,$ US courants,SRC-COMTRADE,UN Comtrade,Conditions UNSD — agrégats transformés seulement,UN Comtrade,DÉCLARÉ PAR HAÏTI. Les services sont la seule famille qu'Haïti déclare encore après 2017 ; ses marchandises ne sont plus déclarées depuis cette année-là.,2026-08-19
CT-SERV-X,Exportations de services,Commerce,2018,701301114.69,$ US courants,SRC-COMTRADE,UN Comtrade,Conditions UNSD — agrégats transformés seulement,UN Comtrade,DÉCLARÉ PAR HAÏTI. Les services sont la seule famille qu'Haïti déclare encore après 2017 ; ses marchandises ne sont plus déclarées depuis cette année-là.,2026-08-19
CT-SERV-X,Exportations de services,Commerce,2017,672985652.326,$ US courants,SRC-COMTRADE,UN Comtrade,Conditions UNSD — agrégats transformés seulement,UN Comtrade,DÉCLARÉ PAR HAÏTI. Les services sont la seule famille qu'Haïti déclare encore après 2017 ; ses marchandises ne sont plus déclarées depuis cette année-là.,2026-08-19
CT-SERV-X,Exportations de services,Commerce,2016,637102343.973,$ US courants,SRC-COMTRADE,UN Comtrade,Conditions UNSD — agrégats transformés seulement,UN Comtrade,DÉCLARÉ PAR HAÏTI. Les services sont la seule famille qu'Haïti déclare encore après 2017 ; ses marchandises ne sont plus déclarées depuis cette année-là.,2026-08-19
CT-SERV-X,Exportations de services,Commerce,2015,723509513.549,$ US courants,SRC-COMTRADE,UN Comtrade,Conditions UNSD — agrégats transformés seulement,UN Comtrade,DÉCLARÉ PAR HAÏTI. Les services sont la seule famille qu'Haïti déclare encore après 2017 ; ses marchandises ne sont plus déclarées depuis cette année-là.,2026-08-19
CT-SERV-X,Exportations de services,Commerce,2014,701186851.493,$ US courants,SRC-COMTRADE,UN Comtrade,Conditions UNSD — agrégats transformés seulement,UN Comtrade,DÉCLARÉ PAR HAÏTI. Les services sont la seule famille qu'Haïti déclare encore après 2017 ; ses marchandises ne sont plus déclarées depuis cette année-là.,2026-08-19
CT-SERV-X,Exportations de services,Commerce,2013,651998200.61,$ US courants,SRC-COMTRADE,UN Comtrade,Conditions UNSD — agrégats transformés seulement,UN Comtrade,DÉCLARÉ PAR HAÏTI. Les services sont la seule famille qu'Haïti déclare encore après 2017 ; ses marchandises ne sont plus déclarées depuis cette année-là.,2026-08-19
CT-SERV-X,Exportations de services,Commerce,2012,548995177.6,$ US courants,SRC-COMTRADE,UN Comtrade,Conditions UNSD — agrégats transformés seulement,UN Comtrade,DÉCLARÉ PAR HAÏTI. Les services sont la seule famille qu'Haïti déclare encore après 2017 ; ses marchandises ne sont plus déclarées depuis cette année-là.,2026-08-19
CT-SERV-X,Exportations de services,Commerce,2011,543604894.4,$ US courants,SRC-COMTRADE,UN Comtrade,Conditions UNSD — agrégats transformés seulement,UN Comtrade,DÉCLARÉ PAR HAÏTI. Les services sont la seule famille qu'Haïti déclare encore après 2017 ; ses marchandises ne sont plus déclarées depuis cette année-là.,2026-08-19
CT-SERV-X,Exportations de services,Commerce,2010,453002408.51,$ US courants,SRC-COMTRADE,UN Comtrade,Conditions UNSD — agrégats transformés seulement,UN Comtrade,DÉCLARÉ PAR HAÏTI. Les services sont la seule famille qu'Haïti déclare encore après 2017 ; ses marchandises ne sont plus déclarées depuis cette année-là.,2026-08-19
WDI-NE.IMP.GNFS.ZS,Importations de biens et services,Commerce,2025,14.3255059948423,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.IMP.GNFS.ZS,Importations de biens et services,Commerce,2024,16.4643255688329,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.IMP.GNFS.ZS,Importations de biens et services,Commerce,2023,22.0482963060687,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.IMP.GNFS.ZS,Importations de biens et services,Commerce,2022,25.8602985263172,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.IMP.GNFS.ZS,Importations de biens et services,Commerce,2021,29.0598696670291,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.IMP.GNFS.ZS,Importations de biens et services,Commerce,2020,29.7628756445846,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.IMP.GNFS.ZS,Importations de biens et services,Commerce,2019,34.0110453423444,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.IMP.GNFS.ZS,Importations de biens et services,Commerce,2018,34.3577537109868,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.IMP.GNFS.ZS,Importations de biens et services,Commerce,2017,31.0710774426844,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.IMP.GNFS.ZS,Importations de biens et services,Commerce,2016,29.8089312729643,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.IMP.GNFS.ZS,Importations de biens et services,Commerce,2015,30.1779911327564,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.IMP.GNFS.ZS,Importations de biens et services,Commerce,2014,31.3766902836191,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.IMP.GNFS.ZS,Importations de biens et services,Commerce,2013,29.8162239978596,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
WDI-NE.IMP.GNFS.ZS,Importations de biens et services,Commerce,2012,30.6031478417748,% du PIB,SRC-015,Banque mondiale — World Development Indicators,CC BY 4.0,The World Bank: World Development Indicators,,2026-08-18
